player_key,player_name,player_country,player_bday,player_logo,season,type,rank,titles,matches_won,matches_lost,hard_won,hard_lost,clay_won,clay_lost,grass_won,grass_lost
2970,M. Kukushkin,Kazakhstan,26.12.1987,https://api.api-tennis.com/logo-tennis/2970_m-kukushkin.jpg,2020,singles,89,0,10,12,7,10,3,2,,
2970,M. Kukushkin,Kazakhstan,26.12.1987,https://api.api-tennis.com/logo-tennis/2970_m-kukushkin.jpg,2019,singles,67,0,29,29,24,19,1,6,4,4
2970,M. Kukushkin,Kazakhstan,26.12.1987,https://api.api-tennis.com/logo-tennis/2970_m-kukushkin.jpg,2018,singles,53,1,33,27,21,15,8,9,4,3
2970,M. Kukushkin,Kazakhstan,26.12.1987,https://api.api-tennis.com/logo-tennis/2970_m-kukushkin.jpg,2017,singles,74,0,41,30,33,20,7,9,1,1
2970,M. Kukushkin,Kazakhstan,26.12.1987,https://api.api-tennis.com/logo-tennis/2970_m-kukushkin.jpg,2016,singles,89,2,30,25,14,17,15,7,1,1
2970,M. Kukushkin,Kazakhstan,26.12.1987,https://api.api-tennis.com/logo-tennis/2970_m-kukushkin.jpg,2015,singles,65,1,27,27,22,15,3,7,2,5
2970,M. Kukushkin,Kazakhstan,26.12.1987,https://api.api-tennis.com/logo-tennis/2970_m-kukushkin.jpg,2014,singles,70,0,26,32,19,19,5,10,2,3
2970,M. Kukushkin,Kazakhstan,26.12.1987,https://api.api-tennis.com/logo-tennis/2970_m-kukushkin.jpg,2013,singles,67,3,43,20,29,10,14,10,,
2970,M. Kukushkin,Kazakhstan,26.12.1987,https://api.api-tennis.com/logo-tennis/2970_m-kukushkin.jpg,2012,singles,107,0,17,19,5,6,12,10,0,3
2970,M. Kukushkin,Kazakhstan,26.12.1987,https://api.api-tennis.com/logo-tennis/2970_m-kukushkin.jpg,2011,singles,91,1,26,33,20,21,5,9,1,3
2970,M. Kukushkin,Kazakhstan,26.12.1987,https://api.api-tennis.com/logo-tennis/2970_m-kukushkin.jpg,2010,singles,59,3,51,25,27,12,24,13,,
2970,M. Kukushkin,Kazakhstan,26.12.1987,https://api.api-tennis.com/logo-tennis/2970_m-kukushkin.jpg,2009,singles,132,1,26,19,23,11,3,8,,
2970,M. Kukushkin,Kazakhstan,26.12.1987,https://api.api-tennis.com/logo-tennis/2970_m-kukushkin.jpg,2008,singles,148,0,4,6,1,2,3,3,0,1
2970,M. Kukushkin,Kazakhstan,26.12.1987,https://api.api-tennis.com/logo-tennis/2970_m-kukushkin.jpg,2007,singles,218,0,0,1,0,1,,,,
2970,M. Kukushkin,Kazakhstan,26.12.1987,https://api.api-tennis.com/logo-tennis/2970_m-kukushkin.jpg,2022,doubles,1067,0,1,1,,,,,1,1
2970,M. Kukushkin,Kazakhstan,26.12.1987,https://api.api-tennis.com/logo-tennis/2970_m-kukushkin.jpg,2023,singles,264,0,23,24,20,19,3,5,,
2970,M. Kukushkin,Kazakhstan,26.12.1987,https://api.api-tennis.com/logo-tennis/2970_m-kukushkin.jpg,2023,doubles,,0,0,1,0,1,,,,
2970,M. Kukushkin,Kazakhstan,26.12.1987,https://api.api-tennis.com/logo-tennis/2970_m-kukushkin.jpg,2024,singles,136,2,30,13,21,7,9,6,,
2972,B. Van De Zandschulp,Netherlands,04.10.1995,https://api.api-tennis.com/logo-tennis/2972_b-van-de-zandschulp.jpg,2022,doubles,121,1,11,11,10,6,0,2,1,3
2972,B. Van De Zandschulp,Netherlands,04.10.1995,https://api.api-tennis.com/logo-tennis/2972_b-van-de-zandschulp.jpg,2021,doubles,348,0,2,3,2,3,,,,
2972,B. Van De Zandschulp,Netherlands,04.10.1995,https://api.api-tennis.com/logo-tennis/2972_b-van-de-zandschulp.jpg,2020,doubles,307,0,6,4,4,2,2,2,,
2972,B. Van De Zandschulp,Netherlands,04.10.1995,https://api.api-tennis.com/logo-tennis/2972_b-van-de-zandschulp.jpg,2019,doubles,429,0,2,1,2,1,,,,
2972,B. Van De Zandschulp,Netherlands,04.10.1995,https://api.api-tennis.com/logo-tennis/2972_b-van-de-zandschulp.jpg,2017,doubles,260,1,4,0,,,4,0,,
2972,B. Van De Zandschulp,Netherlands,04.10.1995,https://api.api-tennis.com/logo-tennis/2972_b-van-de-zandschulp.jpg,2016,doubles,570,0,0,1,,,0,1,,
2972,B. Van De Zandschulp,Netherlands,04.10.1995,https://api.api-tennis.com/logo-tennis/2972_b-van-de-zandschulp.jpg,2022,singles,35,0,38,29,18,17,11,7,6,4
2972,B. Van De Zandschulp,Netherlands,04.10.1995,https://api.api-tennis.com/logo-tennis/2972_b-van-de-zandschulp.jpg,2021,singles,57,0,53,23,26,10,23,10,3,3
2972,B. Van De Zandschulp,Netherlands,04.10.1995,https://api.api-tennis.com/logo-tennis/2972_b-van-de-zandschulp.jpg,2020,singles,156,0,19,14,13,8,6,6,,
2972,B. Van De Zandschulp,Netherlands,04.10.1995,https://api.api-tennis.com/logo-tennis/2972_b-van-de-zandschulp.jpg,2019,singles,198,3,36,14,32,9,4,5,,
2972,B. Van De Zandschulp,Netherlands,04.10.1995,https://api.api-tennis.com/logo-tennis/2972_b-van-de-zandschulp.jpg,2018,singles,537,0,9,7,5,3,4,3,0,1
2972,B. Van De Zandschulp,Netherlands,04.10.1995,https://api.api-tennis.com/logo-tennis/2972_b-van-de-zandschulp.jpg,2017,singles,459,0,4,6,2,2,2,4,,
2972,B. Van De Zandschulp,Netherlands,04.10.1995,https://api.api-tennis.com/logo-tennis/2972_b-van-de-zandschulp.jpg,2016,singles,402,0,0,1,,,0,1,,
2972,B. Van De Zandschulp,Netherlands,04.10.1995,https://api.api-tennis.com/logo-tennis/2972_b-van-de-zandschulp.jpg,2023,doubles,84,0,10,11,6,7,4,2,0,2
2972,B. Van De Zandschulp,Netherlands,04.10.1995,https://api.api-tennis.com/logo-tennis/2972_b-van-de-zandschulp.jpg,2023,singles,50,0,27,25,19,15,4,6,1,3
2972,B. Van De Zandschulp,Netherlands,04.10.1995,https://api.api-tennis.com/logo-tennis/2972_b-van-de-zandschulp.jpg,2024,doubles,165,0,5,3,4,2,1,1,,
2972,B. Van De Zandschulp,Netherlands,04.10.1995,https://api.api-tennis.com/logo-tennis/2972_b-van-de-zandschulp.jpg,2024,singles,99,0,12,17,4,8,7,8,0,0
2973,B. Shelton,USA,09.10.2002,,1,doubles,1,1,1,1,1,1,1,1,1,1
2973,B. Shelton,USA,09.10.2002,,3,doubles,3,3,3,3,3,3,3,3,3,3
2973,B. Shelton,USA,09.10.2002,,,doubles,,,,,,,,,,
2973,B. Shelton,USA,09.10.2002,,9,doubles,9,9,9,9,9,9,9,9,9,9
2973,B. Shelton,USA,09.10.2002,,4,doubles,4,4,4,4,4,4,4,4,4,4
2973,B. Shelton,USA,09.10.2002,,2,doubles,2,2,2,2,2,2,2,2,2,2
2973,B. Shelton,USA,09.10.2002,,5,doubles,5,5,5,5,5,5,5,5,5,5
2973,B. Shelton,USA,09.10.2002,,2,singles,2,2,2,2,2,2,2,2,2,2
2973,B. Shelton,USA,09.10.2002,,3,singles,3,3,3,3,3,3,3,3,3,3
2973,B. Shelton,USA,09.10.2002,,,singles,,,,,,,,,,
2973,B. Shelton,USA,09.10.2002,,5,singles,5,5,5,5,5,5,5,5,5,5
2973,B. Shelton,USA,09.10.2002,,1,singles,1,1,1,1,1,1,1,1,1,1
2973,B. Shelton,USA,09.10.2002,,7,singles,7,7,7,7,7,7,7,7,7,7
2973,B. Shelton,USA,09.10.2002,,2022,doubles,287,0,9,9,9,9,,,,
2973,B. Shelton,USA,09.10.2002,,2021,doubles,598,1,12,4,9,3,3,1,,
2973,B. Shelton,USA,09.10.2002,,2022,singles,96,3,40,11,40,11,,,,
2973,B. Shelton,USA,09.10.2002,,2021,singles,573,1,16,7,13,5,3,2,,
2973,B. Shelton,USA,09.10.2002,,2023,singles,17,1,28,26,22,15,4,8,2,3
2973,B. Shelton,USA,09.10.2002,,2023,doubles,95,0,12,17,10,9,2,6,0,2
2973,B. Shelton,USA,09.10.2002,,,mixed_doubles,,,,,,,,,,
2973,B. Shelton,USA,09.10.2002,,0,mixed_doubles,0,0,0,0,0,0,0,0,0,0
2973,B. Shelton,USA,09.10.2002,,2,mixed_doubles,2,2,2,2,2,2,2,2,2,2
2973,B. Shelton,USA,09.10.2002,,1,mixed_doubles,1,1,1,1,1,1,1,1,1,1
2973,B. Shelton,USA,09.10.2002,,3,mixed_doubles,3,3,3,3,3,3,3,3,3,3
2973,B. Shelton,USA,09.10.2002,,2024,doubles,68,1,11,6,7,4,4,2,,
2973,B. Shelton,USA,09.10.2002,,2024,singles,15,1,18,10,11,7,7,3,,
2978,A. Kovacevic,USA,29.08.1998,https://api.api-tennis.com/logo-tennis/2978_a-kovacevic.jpg,2022,doubles,290,0,12,10,11,9,1,1,,
2978,A. Kovacevic,USA,29.08.1998,https://api.api-tennis.com/logo-tennis/2978_a-kovacevic.jpg,2021,doubles,659,0,4,5,4,5,,,,
2978,A. Kovacevic,USA,29.08.1998,https://api.api-tennis.com/logo-tennis/2978_a-kovacevic.jpg,2020,doubles,874,0,3,1,3,1,,,,
2978,A. Kovacevic,USA,29.08.1998,https://api.api-tennis.com/logo-tennis/2978_a-kovacevic.jpg,2019,doubles,850,0,1,1,1,1,,,,
2978,A. Kovacevic,USA,29.08.1998,https://api.api-tennis.com/logo-tennis/2978_a-kovacevic.jpg,2018,doubles,637,0,1,1,1,1,,,,
2978,A. Kovacevic,USA,29.08.1998,https://api.api-tennis.com/logo-tennis/2978_a-kovacevic.jpg,2017,doubles,,0,0,1,0,1,,,,
2978,A. Kovacevic,USA,29.08.1998,https://api.api-tennis.com/logo-tennis/2978_a-kovacevic.jpg,2016,doubles,,0,0,1,0,1,,,,
2978,A. Kovacevic,USA,29.08.1998,https://api.api-tennis.com/logo-tennis/2978_a-kovacevic.jpg,2022,singles,158,0,41,31,37,27,4,4,,
2978,A. Kovacevic,USA,29.08.1998,https://api.api-tennis.com/logo-tennis/2978_a-kovacevic.jpg,2021,singles,356,0,18,17,18,14,0,3,,
2978,A. Kovacevic,USA,29.08.1998,https://api.api-tennis.com/logo-tennis/2978_a-kovacevic.jpg,2020,singles,526,0,5,5,5,5,,,,
2978,A. Kovacevic,USA,29.08.1998,https://api.api-tennis.com/logo-tennis/2978_a-kovacevic.jpg,2019,singles,562,0,18,11,16,10,2,1,,
2978,A. Kovacevic,USA,29.08.1998,https://api.api-tennis.com/logo-tennis/2978_a-kovacevic.jpg,2018,singles,,0,2,5,2,5,,,,
2978,A. Kovacevic,USA,29.08.1998,https://api.api-tennis.com/logo-tennis/2978_a-kovacevic.jpg,2017,singles,1849,0,1,4,1,4,,,,
2978,A. Kovacevic,USA,29.08.1998,https://api.api-tennis.com/logo-tennis/2978_a-kovacevic.jpg,2023,singles,110,4,43,27,41,17,0,5,2,5
2978,A. Kovacevic,USA,29.08.1998,https://api.api-tennis.com/logo-tennis/2978_a-kovacevic.jpg,2023,doubles,443,0,6,11,5,7,,,1,4
2978,A. Kovacevic,USA,29.08.1998,https://api.api-tennis.com/logo-tennis/2978_a-kovacevic.jpg,2024,singles,88,0,19,16,14,8,5,8,,
2978,A. Kovacevic,USA,29.08.1998,https://api.api-tennis.com/logo-tennis/2978_a-kovacevic.jpg,2024,doubles,552,0,0,0,0,0,,,,
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2022,doubles,,0,0,2,,,0,2,0,0
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2021,doubles,437,0,6,8,,,6,8,,
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2020,doubles,303,0,1,6,0,2,1,4,,
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2019,doubles,263,0,11,11,0,1,11,9,0,1
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2018,doubles,214,1,17,10,,,17,9,0,1
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2017,doubles,301,0,8,6,1,2,7,4,,
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2015,doubles,506,0,7,12,0,1,7,11,,
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2014,doubles,192,0,17,12,0,1,17,11,,
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2013,doubles,460,0,3,3,,,3,3,,
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2012,doubles,492,0,5,5,5,4,0,1,,
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2011,doubles,934,1,9,3,,,9,3,,
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2022,singles,132,1,32,18,0,0,31,16,0,1
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2021,singles,115,2,47,26,3,4,42,20,1,1
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2020,singles,111,0,3,11,0,4,3,7,,
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2019,singles,75,2,51,29,5,4,46,24,0,1
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2018,singles,122,4,50,22,0,1,50,19,0,1
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2017,singles,241,1,15,10,0,2,15,8,,
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2016,singles,746,0,0,2,0,1,0,1,,
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2015,singles,485,1,14,17,1,2,13,15,,
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2014,singles,267,0,13,16,0,1,13,15,,
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2013,singles,335,2,14,8,,,14,8,,
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2012,singles,678,0,8,12,1,4,7,8,,
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2011,singles,1100,0,4,4,,,4,4,,
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2023,doubles,385,0,4,7,0,1,4,5,0,1
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2023,singles,112,2,36,27,0,3,36,23,0,1
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2024,singles,168,0,11,13,1,1,10,12,,
2980,H. Dellien,Bolivia,16.06.1993,https://api.api-tennis.com/logo-tennis/2980_h-dellien.jpg,2024,doubles,386,0,3,2,,,3,2,,
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2022,doubles,1257,0,1,3,1,1,,,,
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2021,doubles,474,0,6,6,6,4,0,0,0,0
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2020,doubles,815,0,2,0,,,2,0,,
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2019,doubles,947,0,0,0,0,0,,,,
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2018,doubles,,0,3,1,3,1,,,,
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2017,doubles,,0,1,3,1,1,0,1,0,1
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,,mixed_doubles,,,,,,,,,,
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,1,mixed_doubles,1,1,1,1,1,1,1,1,1,1
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,0,mixed_doubles,0,0,0,0,0,0,0,0,0,0
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2,mixed_doubles,2,2,2,2,2,2,2,2,2,2
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2022,singles,97,2,47,19,41,17,5,2,,
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2021,singles,143,1,27,18,18,11,5,4,2,3
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2020,singles,195,1,24,13,14,7,10,6,,
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2019,singles,357,0,14,7,6,4,8,3,,
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2018,singles,,0,0,1,0,1,,,,
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2017,singles,,0,1,3,1,1,0,1,0,1
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2023,singles,78,2,52,27,30,15,15,11,3,1
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2023,doubles,,0,1,4,0,1,0,2,,
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2024,doubles,65,1,13,3,8,1,4,2,,
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2024,singles,34,0,21,9,14,7,7,2,,
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2024,mixed_doubles,,0,0,0,,,0,0,,
2981,T. Machac,Czech Republic,13.10.2000,https://api.api-tennis.com/logo-tennis/2981_t-machac.jpg,2022,mixed_doubles,,0,0,1,0,1,,,,
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2022,doubles,476,0,5,5,2,1,1,3,0,1
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2021,doubles,296,0,8,8,0,3,8,4,,
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2020,doubles,256,0,6,7,1,2,5,5,,
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2019,doubles,522,0,3,12,2,5,1,7,,
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2018,doubles,640,0,0,1,,,0,1,,
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2017,doubles,465,0,1,1,,,1,1,,
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2016,doubles,700,0,0,1,0,1,,,,
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2022,singles,100,0,33,22,7,7,21,10,3,4
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2021,singles,139,1,39,31,15,13,22,15,2,3
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2020,singles,169,0,18,10,7,4,11,6,,
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2019,singles,213,0,34,26,8,9,26,17,0,0
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2018,singles,,0,6,4,,,6,4,,
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2017,singles,838,0,0,3,0,2,0,1,,
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2016,singles,604,0,0,6,0,4,0,2,,
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2013,singles,1790,0,0,1,,,0,1,,
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2023,singles,85,4,52,26,13,5,39,19,0,1
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2023,doubles,876,0,4,3,,,2,1,,
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2024,singles,25,2,25,11,8,3,15,8,,
2982,A. Tabilo,Chile,02.06.1997,https://api.api-tennis.com/logo-tennis/2982_a-tabilo.jpg,2024,doubles,256,1,5,3,,,5,2,,
2990,A. Hesse,France,16.01.1993,,2021,doubles,173,2,18,11,12,5,6,6,,
2990,A. Hesse,France,16.01.1993,,2020,doubles,201,1,9,7,7,3,2,4,,
2990,A. Hesse,France,16.01.1993,,2019,doubles,216,0,2,5,1,3,1,2,,
2990,A. Hesse,France,16.01.1993,,2018,doubles,455,0,4,4,1,1,3,3,,
2990,A. Hesse,France,16.01.1993,,2017,doubles,326,0,1,3,0,2,1,1,,
2990,A. Hesse,France,16.01.1993,,2016,doubles,247,0,3,5,2,3,1,2,,
2990,A. Hesse,France,16.01.1993,,2015,doubles,125,0,4,4,3,3,1,1,,
2990,A. Hesse,France,16.01.1993,,2014,doubles,154,0,3,5,2,2,1,3,,
2990,A. Hesse,France,16.01.1993,,2012,doubles,628,0,2,3,1,1,1,2,,
2990,A. Hesse,France,16.01.1993,,2008,doubles,677,0,0,1,,,0,1,,
2990,A. Hesse,France,16.01.1993,,2019,mixed_doubles,,0,2,1,,,2,1,,
2990,A. Hesse,France,16.01.1993,,2014,mixed_doubles,,0,0,0,,,0,0,,
2990,A. Hesse,France,16.01.1993,,2012,mixed_doubles,,0,0,1,,,0,1,,
2990,A. Hesse,France,16.01.1993,,2022,singles,1257,0,0,3,0,3,,,,
2990,A. Hesse,France,16.01.1993,,2021,singles,167,2,44,26,21,12,23,13,0,1
2990,A. Hesse,France,16.01.1993,,2020,singles,289,0,14,13,10,7,4,6,,
2990,A. Hesse,France,16.01.1993,,2019,singles,254,0,14,22,8,11,5,10,1,1
2990,A. Hesse,France,16.01.1993,,2018,singles,240,0,7,19,3,8,4,10,0,1
2990,A. Hesse,France,16.01.1993,,2017,singles,223,0,16,18,7,6,9,11,0,1
2990,A. Hesse,France,16.01.1993,,2016,singles,207,0,20,23,10,11,8,10,2,2
2990,A. Hesse,France,16.01.1993,,2015,singles,163,0,20,15,16,12,4,3,,
2990,A. Hesse,France,16.01.1993,,2014,singles,282,0,11,22,5,13,6,9,,
2990,A. Hesse,France,16.01.1993,,2013,singles,235,0,6,12,6,7,0,5,,
2990,A. Hesse,France,16.01.1993,,2012,singles,397,0,17,15,5,4,12,11,,
2990,A. Hesse,France,16.01.1993,,2011,singles,548,0,2,1,,,2,1,,
2990,A. Hesse,France,16.01.1993,,2023,doubles,396,0,9,12,6,8,3,4,,
2990,A. Hesse,France,16.01.1993,,2023,singles,313,0,23,33,14,20,9,12,0,1
2990,A. Hesse,France,16.01.1993,,2024,singles,275,1,14,16,11,9,3,7,,
2990,A. Hesse,France,16.01.1993,,2024,doubles,451,0,5,5,3,2,2,3,,
2991,F. Jones,United Kingdom,19.09.2000,https://api.api-tennis.com/logo-tennis/2991_f-jones.jpg,2021,doubles,571,0,3,1,3,1,,,,
2991,F. Jones,United Kingdom,19.09.2000,https://api.api-tennis.com/logo-tennis/2991_f-jones.jpg,2017,doubles,,0,3,2,,,3,1,0,1
2991,F. Jones,United Kingdom,19.09.2000,https://api.api-tennis.com/logo-tennis/2991_f-jones.jpg,2016,doubles,1101,0,1,1,,,,,1,1
2991,F. Jones,United Kingdom,19.09.2000,https://api.api-tennis.com/logo-tennis/2991_f-jones.jpg,2022,singles,,0,0,2,0,2,,,,
2991,F. Jones,United Kingdom,19.09.2000,https://api.api-tennis.com/logo-tennis/2991_f-jones.jpg,2021,singles,151,1,31,20,6,5,25,11,0,4
2991,F. Jones,United Kingdom,19.09.2000,https://api.api-tennis.com/logo-tennis/2991_f-jones.jpg,2020,singles,241,0,20,10,10,5,10,5,,
2991,F. Jones,United Kingdom,19.09.2000,https://api.api-tennis.com/logo-tennis/2991_f-jones.jpg,2019,singles,353,0,0,5,0,1,0,3,0,1
2991,F. Jones,United Kingdom,19.09.2000,https://api.api-tennis.com/logo-tennis/2991_f-jones.jpg,2018,singles,476,0,2,4,1,1,1,1,0,2
2991,F. Jones,United Kingdom,19.09.2000,https://api.api-tennis.com/logo-tennis/2991_f-jones.jpg,2017,singles,681,0,0,2,,,0,1,0,1
2991,F. Jones,United Kingdom,19.09.2000,https://api.api-tennis.com/logo-tennis/2991_f-jones.jpg,2016,singles,1160,0,1,1,,,,,1,1
2991,F. Jones,United Kingdom,19.09.2000,https://api.api-tennis.com/logo-tennis/2991_f-jones.jpg,2023,singles,296,0,21,10,3,3,18,7,,
2991,F. Jones,United Kingdom,19.09.2000,https://api.api-tennis.com/logo-tennis/2991_f-jones.jpg,2024,singles,259,1,19,8,1,1,18,7,,
2991,F. Jones,United Kingdom,19.09.2000,https://api.api-tennis.com/logo-tennis/2991_f-jones.jpg,2024,doubles,829,0,2,0,,,2,0,,
2993,K. Boulter,United Kingdom,01.08.1996,https://api.api-tennis.com/logo-tennis/2993_k-boulter.jpg,2021,doubles,,0,0,1,,,,,0,1
2993,K. Boulter,United Kingdom,01.08.1996,https://api.api-tennis.com/logo-tennis/2993_k-boulter.jpg,2020,doubles,,0,0,2,0,2,,,,
2993,K. Boulter,United Kingdom,01.08.1996,https://api.api-tennis.com/logo-tennis/2993_k-boulter.jpg,2018,doubles,431,0,3,3,1,0,,,1,3
2993,K. Boulter,United Kingdom,01.08.1996,https://api.api-tennis.com/logo-tennis/2993_k-boulter.jpg,2017,doubles,728,0,0,1,,,,,0,1
2993,K. Boulter,United Kingdom,01.08.1996,https://api.api-tennis.com/logo-tennis/2993_k-boulter.jpg,2016,doubles,,0,0,0,,,,,0,0
2993,K. Boulter,United Kingdom,01.08.1996,https://api.api-tennis.com/logo-tennis/2993_k-boulter.jpg,2014,doubles,481,0,1,1,,,,,1,1
2993,K. Boulter,United Kingdom,01.08.1996,https://api.api-tennis.com/logo-tennis/2993_k-boulter.jpg,2012,doubles,,0,1,1,1,1,,,,
