event_key,score_first,score_second,score_set
11884096,4,6,2
11884096,4,6,3
11884097,5,7,1
11884098,6,1,2
11883587,6.4,7.7,1
11883587,6,4,2
11883587,7,5,3
11884099,6,7,1
11884099,6,4,2
11884099,5,7,3
11884103,7,5,1
11884103,6,1,2
11883336,6,3,1
11883336,2,6,2
11883336,4,6,3
11884104,6,2,1
11884104,4,6,2
11884104,4,6,3
11884105,6,1,1
11884107,7,6,1
11884107,4,6,2
11884107,6,3,3
11884108,6,4,1
11884108,6,1,2
11884110,6,1,2
11883857,1,6,1
11883857,6,2,2
11883857,6,2,3
11883858,6,4,1
11883858,6,3,2
11883859,7,5,1
11883859,6,1,2
11883455,7,5,1
11883455,7,5,2
11883200,3,6,1
11883200,1,6,2
11883456,6,4,1
11883456,1,6,2
11883456,4,6,3
11883212,3,6,1
11883212,4,6,2
11884041,6,3,1
11884041,6,4,2
11883533,6,4,1
11883533,7.7,6.5,2
11884310,2,6,1
11884310,3,6,2
11884336,6,4,1
11884336,6,2,2
11884343,6,2,1
11884343,6,3,2
11884344,4,6,1
11884344,2,6,2
11884345,6,4,2
11884347,6,7,1
11884347,4,6,2
11884348,6,3,2
11884349,6,1,1
11884352,6,1,1
11884352,6,1,2
11884353,6,3,1
11884353,6,1,2
11884368,6,4,1
11884368,6,2,2
11884369,6,2,1
11884369,6,4,2
11884370,1,6,1
11884370,3,6,2
11884372,6,1,2
11884373,1,6,1
11884373,2,6,2
11884377,6,2,1
11884378,2,6,1
11884381,5,7,1
11884381,1,6,2
11884382,6,2,1
11884382,6,1,2
11884383,6,2,1
11884383,6,7,2
11884384,5,7,1
11884384,3,6,2
11883618,6,4,1
11883618,7.7,6.3,2
11884387,2,6,1
11884387,2,6,2
11884165,7,5,1
11884165,6,3,2
11883936,7.7,6.2,1
11883936,7,5,2
11884194,6,3,1
11884194,2,6,2
11884194,4,6,3
11884195,6,4,1
11884195,7,5,2
11884266,6,4,1
11884266,6,4,2
11884267,6,3,1
11884267,1,6,2
11884267,2,6,3
11884560,6,3,1
11884560,7,5,2
11884561,4,6,1
11884561,6.0,7.7,2
11884562,7,5,1
11884563,4,6,1
11884563,1,6,2
11884564,7.7,6.4,1
11884564,6,2,2
11884053,7.7,6.4,1
11884053,6,3,2
11884565,6.6,7.8,1
11884565,6,2,2
11884565,6,1,3
11884566,1,6,1
11884566,2,6,2
11884567,6,3,1
11884567,6,2,2
11884568,4,6,1
11884568,6.4,7.7,2
11884569,7.7,6.2,1
11884569,5,7,2
11884569,3,6,3
11884570,6,3,1
11884570,6,4,2
11884075,4,6,1
11884075,4,6,2
11884590,3,6,1
11884590,7.7,6.5,2
11884590,6,4,3
11884592,3,6,1
11884592,6.3,7.7,2
11884593,7,5,1
11884593,6,3,2
11884594,4,6,1
11884594,5,7,2
11884595,6,4,1
11884595,7.7,6.4,2
11884596,6,4,1
11884596,3,6,2
11884596,4,6,3
11884597,6,4,1
11884597,6,2,2
11884598,6,3,1
11884598,6,4,2
11884599,2,6,1
11884600,6,3,1
11884600,6,2,2
11884601,6,3,1
11884601,6,4,2
11884626,1,6,1
11884626,2,6,2
11884627,6,3,1
11884627,6,1,2
11884628,6,2,1
11884628,6,3,2
11884631,6,3,1
11884631,6,3,2
11884632,6,7,1
11884635,6,2,1
11884635,6,2,2
11884636,6,2,1
11884636,6,4,2
11884672,1,6,1
11884672,3,6,2
11884673,6,2,1
11884673,6,2,2
11884674,6,1,1
11884674,6,3,2
11884676,6,1,2
11884678,6,3,1
11884679,4,6,1
11884679,2,6,2
11884680,3,6,1
11884680,2,6,2
11884681,6,3,1
11884684,1,6,1
11884684,2,6,2
11884689,6,1,1
11884689,6,2,2
11884690,6,2,1
11884690,6,2,2
11884691,7,6,1
11884691,5,7,2
11884691,1,6,3
11884436,6,3,1
11884436,6,2,2
11884483,2,6,1
11884483,4,6,2
11884801,3,6,1
11884801,1,6,2
11884802,2,6,1
11884802,4,6,2
11884803,5,7,1
11884803,4,6,2
11884813,7,5,1
11884813,6,3,2
11884814,6.3,7.7,1
11884815,6,3,1
11884815,6,2,2
11884591,6,1,1
11884615,1,6,1
11884615,1,4,2
11884616,4,6,1
11884616,2,6,2
11884617,6,3,1
11884617,6.4,7.7,2
11884617,6,2,3
11884618,4,6,1
11884618,2,6,2
11884619,7.11,6.9,1
11884619,6,4,2
11884620,6,3,1
11884620,6,2,2
11884621,6,4,1
11884621,6,4,2
11884641,3,6,1
11884641,7.7,6.2,2
11884641,7,5,3
11884928,3,6,1
11884928,6,2,2
11884928,7.8,6.6,3
11884932,6.5,7.7,1
11884932,6,3,2
11884932,6,4,3
11884933,7.7,6.5,1
11884933,6,2,2
11884696,4,6,1
11884696,3,6,2
11884975,7,5,1
11884975,6.5,7.7,2
11884975,6,4,3
11884976,4,6,1
11884976,6,3,2
11884976,3,6,3
11884724,4,6,1
11884724,6,3,2
11884724,6,4,3
11884545,6,3,1
11884545,6,3,2
11884546,6.0,7.7,1
11884546,4,6,2
11884547,6,4,1
11884547,6,4,2
11884549,1,4,1
11885110,6,3,1
11885110,6,3,2
11885111,3,6,1
11885111,3,6,2
11885112,7.7,6.3,1
11885112,6,1,2
11884979,7,5,1
11884979,5,7,2
11884979,6,4,3
11885245,4,6,1
11885245,4,6,2
11885246,1,6,1
11885246,2,6,2
11885248,4,6,1
11885248,4,6,2
11884741,2,6,1
11884741,2,6,2
11885000,6.3,7.7,1
11885000,3,6,2
11884745,2,6,1
11884745,4,6,2
11885001,6,4,1
11885001,4,6,2
11885001,7.7,6.3,3
11885002,6,3,1
11885002,6,1,2
11884747,6,1,1
11884747,7,5,2
11884748,4,6,1
11884748,3,6,2
11885033,5,7,1
11885033,6,4,2
11885033,6,2,3
11885034,4,6,1
11885034,2,6,2
11884541,3,6,1
11884541,6.8,7.10,2
11884548,6.5,7.7,1
11884548,6.9,7.11,2
11885113,4,6,1
11885113,7.9,6.7,2
11885113,3,6,3
11885114,6,3,1
11885114,6,4,2
11885118,4,6,1
11885118,7.7,6.2,2
11885118,7,5,3
11885128,6,2,1
11885128,7,5,2
11885129,6.3,7.7,1
11885129,2,6,2
11885653,7.7,6.3,1
11885653,4,6,2
11885653,2,6,3
11885678,6,3,1
11885678,6,4,2
11885679,6,3,1
11885679,2,6,2
11885679,6,7,3
11885680,6,2,1
11885680,6,3,2
11885681,7,5,1
11885681,6,4,2
11885682,6,2,1
11885682,6,4,2
11885683,6,2,1
11885683,7,6,2
11885684,1,6,1
11885684,1,6,2
11885685,3,6,1
11885433,6.5,7.7,1
11885433,6,4,2
11885433,6,2,3
11885434,2,6,1
11885434,6,3,2
11885434,3,6,3
11884949,2,6,1
11884949,6,4,2
11884949,2,6,3
11885461,7.8,6.6,1
11885461,6,2,2
11885462,3,6,1
11885462,7.7,6.4,2
11885462,6.4,7.7,3
11884951,2,6,1
11884951,6.4,7.7,2
11884955,2,6,1
11884955,4,6,2
11885730,4,6,1
11885730,3,6,2
11884742,6,4,1
11884742,7.7,6.4,2
11884743,7.7,6.5,1
11884743,2,6,2
11884743,4,6,3
11884744,3,6,1
11884744,2,6,2
11884540,4,6,1
11884540,7.7,6.1,2
11884540,1,6,3
11885053,6.3,7.7,1
11885053,6.6,7.8,2
11884542,6,2,1
11884542,4,6,2
11884542,4,6,3
11885054,6,3,1
11885054,6,4,2
11884543,3,6,1
11884543,7,5,2
11884543,5,7,3
11885568,1,6,1
11885568,3,6,2
11885836,7.7,6.5,1
11885836,6,3,2
11885837,7.7,6.3,1
11885837,6,3,2
11885838,6,3,1
11885838,6,4,2
11885839,7.8,6.6,1
11885839,1,6,2
11885839,6,4,3
11885343,6,1,1
11885343,6,2,2
11886115,6,3,2
11886116,6,1,1
11886117,6,2,1
11886117,6,2,2
11886118,6,1,1
11886118,6,2,2
11886119,6,2,1
11886119,6,4,2
11886120,6,1,1
11886120,6,2,2
11886121,6,1,1
11886121,6,4,2
11886122,3,6,1
11886122,6,7,2
11885130,6,4,1
11885130,6,4,2
11885131,6,3,1
11885131,3,6,2
11885131,6.5,7.7,3
11885435,7.12,6.10,1
11885435,7.7,6.3,2
11885953,6,1,1
11885953,3,6,2
11885953,2,6,3
11885954,6.5,7.7,1
11885954,4,6,2
11885460,3,6,1
11885460,7.7,6.5,2
11885460,6,2,3
11884950,7,5,1
11884950,4,6,2
11884950,6,3,3
11885463,7,5,1
11885463,6.4,7.7,2
11885463,4,6,3
11884952,6,4,1
11884952,6,3,2
11885464,6.5,7.7,1
11885464,6.5,7.7,2
11884954,3,6,1
11884954,1,6,2
11884956,3,6,1
11885732,3,6,1
11885732,6,2,2
11885732,7.10,6.8,3
11885242,6,4,1
11885242,5,7,2
11885242,6.5,7.7,3
11885243,6,2,1
11885243,6,2,2
11885244,5,7,1
11885244,3,6,2
11886019,7,5,1
11886019,6,4,2
11885552,6,2,1
11885552,3,6,3
11885553,6,4,1
11885553,6,2,2
11885569,6,3,1
11885569,6,4,2
11885592,5,7,1
11885592,7.9,6.7,2
11885592,6,4,3
11885593,6,2,1
11885593,6,4,2
11886178,6,4,1
11886178,6,2,2
11886179,6.6,7.8,1
11886179,6,3,2
11886179,6,4,3
11886180,4,6,1
11886180,3,6,2
11885955,6,3,1
11885955,6,3,2
11886488,4,6,1
11886488,4,6,2
11886489,6,2,1
11886489,6,1,2
11886490,6,2,1
11886490,6,2,2
11886239,4,6,1
11886239,6,3,2
11886239,6,4,3
11886240,4,6,1
11886240,6.5,7.7,2
11886051,6,4,1
11886051,6,3,2
11886067,6,2,1
11886067,6,1,2
11886069,6,1,1
11886069,6,2,2
11886070,6,2,1
11886070,6,2,2
11886076,7,5,1
11886076,2,6,2
11886076,4,6,3
11886077,6.5,7.7,1
11886077,6,4,2
11886077,4,6,3
11885567,5,7,1
11885567,6.7,7.9,2
11886335,6,2,2
11886336,2,6,1
11886336,2,6,2
11886337,4,6,1
11886337,3,6,2
11886403,6,4,1
11886403,1,6,2
11886403,6,3,3
11886414,6.2,7.7,1
11886414,6,3,2
11886414,6,4,3
11886417,6,4,1
11886417,3,6,2
11886417,6,3,3
11886679,1,6,1
11886679,4,6,2
11886680,6,2,1
11886680,6,1,2
11886425,6,4,1
11886425,7,5,2
11886681,6,4,1
11886681,6,1,2
11886426,6,3,1
11886426,6,4,2
11886682,2,6,1
11886682,4,6,2
11886683,5,7,1
11886683,5,7,2
11886684,6,2,1
11886684,6,2,2
11886685,6,7,1
11886685,6,7,2
11886686,1,6,1
11886686,3,6,2
11886438,6.6,7.8,1
11886438,7.7,6.4,2
11886438,6,2,3
11886496,6.5,7.7,1
11886496,6,3,2
11886496,4,6,3
11886529,7.7,6.3,1
11886529,5,7,2
11886529,6.8,7.10,3
11886892,6,2,1
11886893,1,6,1
11886893,3,6,2
11886894,2,6,1
11886894,6,3,2
11886894,3,6,3
11886895,7,6,1
11886895,5,7,2
11886895,2,6,3
11886896,6,7,1
11886896,2,6,2
11886897,6,4,1
11886897,6,3,2
11886650,6,2,1
11886650,6.5,7.7,2
11886650,6,1,3
11886662,6,3,1
11886662,6,2,2
11886729,5,7,1
11886729,4,6,2
11886730,6,3,1
11886730,6,1,2
11886989,2,6,1
11886989,6.3,7.7,2
11886764,6,3,1
11886764,6,3,2
11886818,6,4,1
11886818,7,5,2
11886821,6,4,1
11886821,3,6,2
11886821,6,2,3
11886823,3,6,1
11886823,3,6,2
11886824,7.7,6.4,1
11886824,4,6,2
11886824,7,5,3
11886825,2,6,1
11886825,5,7,2
11886826,6.4,7.7,1
11886826,5,7,2
11886827,6,3,1
11886827,6,4,2
11886828,6,4,1
11886828,6,4,2
11886829,6.6,7.8,1
11886829,4,6,2
11886830,1,6,1
11886830,6,2,2
11886830,4,6,3
11886831,6,3,2
11886832,6,2,1
11886832,2,6,2
11886832,6,4,3
11886833,6,2,1
11886833,6,4,2
11886834,4,6,1
11886834,7.7,6.2,2
11886834,7,5,3
11886071,2,6,1
11886071,3,6,2
11886857,6,3,1
11886857,3,6,2
11886857,2,6,3
11886858,3,6,1
11886858,6.4,7.7,2
11886859,6,3,1
11886859,6,4,2
11886910,7.8,6.6,1
11886910,6,3,2
11886911,4,6,1
11886911,4,6,2
11886990,6.6,7.8,1
11886990,4,6,2
11886991,6,3,1
11886991,6,1,2
11887030,6.8,7.10,1
11887030,2,6,2
11887031,6,4,1
11887031,6,4,2
11887032,6,2,1
11887032,6,1,2
11887084,5,7,1
11887084,3,6,2
11887132,5,7,1
11887132,6,3,2
11887132,6.2,7.7,3
11887133,5,7,1
11887133,4,6,2
11887134,6.5,7.7,1
11887134,4,6,2
11886802,4,6,1
11886802,3,6,2
11886803,3,6,1
11886803,6.2,7.7,2
11886804,6,2,2
11886809,2,6,1
11886809,6,4,2
11886809,4,6,3
11886812,7.7,6.3,1
11886812,6.4,7.7,2
11886812,6,1,3
11886813,6,4,1
11886813,6,1,2
11887135,6.2,7.7,1
11887135,6,4,2
11887135,4,6,3
11887136,6,3,1
11887136,3,6,2
11887136,6,4,3
11887137,4,6,1
11887137,4,6,2
11887158,6.4,7.7,1
11887158,6.6,7.8,2
11887414,6,2,1
11887414,6,3,2
11886805,7,5,1
11886805,6,4,2
11886808,3,6,1
11886808,2,6,2
11886810,4,6,1
11886810,6,3,2
11886810,6,4,3
11886811,6,3,1
11886811,6,4,2
11886814,6.12,7.14,1
11886814,7.7,6.4,2
11886814,6,3,3
11886816,6.3,7.7,1
11886817,6,4,1
11886817,7.7,6.3,2
11887875,7.9,6.7,1
11887875,3,6,2
11887875,6,3,3
11887877,1,6,1
11887877,2,6,2
11887397,4,6,1
11887397,3,6,2
11887398,6.6,7.8,1
11887398,4,6,2
11887399,4,6,1
11887399,7,5,2
11887399,6,4,3
11887920,4,6,1
11887920,5,7,2
11887157,4,6,1
11887157,4,6,2
11887949,6.2,7.7,1
11887949,6,3,2
11887949,5,7,3
11887989,6,2,1
11887989,7,6,2
11887990,3,6,1
11887990,4,6,2
11887991,1,6,1
11887991,2,6,2
11887992,6,2,1
11887992,6,4,2
11887993,6,1,1
11887993,6,3,2
11887994,6,3,1
11887994,6,4,2
11887995,6,1,1
11887996,6,3,1
11887750,4,6,1
11887750,3,6,2
11887522,4,6,1
11887522,3,6,2
11887551,2,6,1
11887551,5,7,2
11887552,4,6,1
11887552,3,6,2
11887553,7,5,1
11887553,3,6,2
11886806,7.7,6.4,1
11886806,7,5,2
11886815,7.7,6.1,1
11886815,6,4,2
11887876,3,6,1
11887876,6,4,2
11887876,6.5,7.7,3
11888221,7.7,6.4,1
11888221,4,6,2
11888221,7.7,6.4,3
11888222,6.7,7.9,1
11888222,6,4,2
11888222,1,6,3
11888223,4,6,1
11888223,4,6,2
11887974,6,3,1
11887974,7.7,6.3,2
11887749,6,2,1
11887749,4,6,2
11887749,6,3,3
11888313,6,1,1
11888313,6,3,2
11888314,6,2,1
11888314,4,6,3
11888315,6,2,1
11888315,6,3,2
11888316,2,6,1
11888316,1,6,2
11888319,6,4,1
11888319,1,6,3
11888320,6,1,1
11888321,6,2,1
11887554,7.7,6.2,1
11887554,6.2,7.7,2
11887554,6,3,3
11888322,7,6,1
11888322,5,7,2
11888322,3,6,3
11888120,6,3,1
11888120,6,3,2
11888448,4,6,1
11888448,2,6,2
11888487,7.9,6.7,1
11888487,7,5,2
11888516,6,3,1
11888516,6,1,2
11888517,6,2,1
11888517,6,1,2
11888522,1,6,1
11888523,6,2,1
11888524,6,1,1
11888524,4,6,2
11888524,4,6,3
11888525,6,2,1
11888525,6,1,2
11888526,3,6,1
11888526,3,6,2
11888531,6,2,1
11888531,7,6,2
11888280,3,6,1
11888280,7.7,6.2,2
11888280,7.7,6.3,3
11888297,6,4,1
11888297,6,4,2
11888310,6,3,1
11888310,6,2,2
11888643,3,6,1
11888643,7.7,6.5,2
11888643,6,4,3
11888644,7.7,6.4,1
11888644,3,6,2
11888644,6.11,7.13,3
11888645,4,6,1
11888645,6,2,3
11888646,6,1,1
11888646,6,1,2
11888647,5,7,1
11888647,4,6,2
11888648,6,4,1
11888648,6,4,2
11888649,6,4,1
11888649,6.2,7.7,2
11888649,6,4,3
11888650,6.5,7.7,1
11888650,6,4,2
11888650,5,7,3
11888651,6,2,1
11888651,4,6,2
11888651,6,4,3
11888652,6,4,1
11888652,6,4,2
11888654,3,6,1
11888654,6,3,2
11888654,5,7,3
11888655,3,6,1
11888655,3,6,2
11888656,4,6,1
11888656,6,3,2
11888656,6,3,3
11888752,6,1,1
11888752,6,2,2
11888753,6,4,1
11888754,5,7,1
11888754,4,6,2
11888755,7,6,1
11888755,6,2,2
11888756,7,5,1
11888756,6,3,2
11888757,1,6,1
11888758,7,5,1
11888758,6,3,2
11888762,4,6,1
11888762,6,1,2
11888762,6,2,3
11888510,4,6,1
11888510,6,4,2
11888510,3,6,3
11888511,3,6,1
11888511,6,4,2
11888511,3,6,3
11888796,3,6,1
11888796,2,6,2
11888598,1,6,1
11888598,3,6,2
11888896,5,7,1
11888896,7.9,6.7,2
11888896,6,2,3
11888922,6,4,1
11888922,6,1,2
11888674,4,6,1
11888674,5,7,2
11888679,4,6,1
11888679,3,6,2
11888688,5,7,1
11888688,6,4,2
11888688,6,4,3
11888706,4,6,1
11888706,4,6,2
11888798,4,6,1
11888798,4,6,2
11888799,6,3,1
11888799,6,3,2
11888858,6,3,1
11888858,6,4,2
11888859,4,6,1
11888859,4,6,2
11888883,7.8,6.6,1
11888883,5,7,2
11888883,4,6,3
11888884,6,1,1
11888884,3,6,2
11888884,6,3,3
11888675,6,4,1
11888675,2,6,2
11888675,3,6,3
11888687,6,4,1
11888687,3,6,2
11888687,3,6,3
11888689,6,4,1
11888689,6.7,7.9,2
11888689,6,4,3
11888974,3,6,1
11888974,4,6,2
11888978,6.5,7.7,1
11888978,6.2,7.7,2
11888979,6,4,1
11888979,6,2,2
11888676,6,3,1
11888676,6,3,2
11888678,4,6,1
11888678,3,6,2
11888680,5,7,1
11888680,6.2,7.7,2
11888682,6.5,7.7,1
11888682,4,6,2
11888683,6.14,7.16,1
11888683,2,6,2
11889452,6.5,7.7,1
11889452,6,4,2
11889452,6,4,3
11888685,3,6,1
11888685,7.7,6.5,2
11888685,3,6,3
11888686,6,3,1
11888686,4,6,2
11888686,3,6,3
11888690,6,2,1
11888690,6,2,2
11888975,4,6,1
11888975,4,6,2
11888976,6,4,1
11888976,3,6,2
11888976,6,2,3
11888977,7.7,6.2,1
11888977,3,6,2
11888977,7.7,6.1,3
11888980,6,3,1
11888980,3,6,2
11888980,6,3,3
11889244,7.12,6.10,1
11889244,5,7,2
11889244,7.7,6.3,3
11888677,3,6,2
11888677,6,1,3
11888684,7,5,1
11888684,6,1,2
11889733,5,7,1
11889733,6,3,2
11889733,6,3,3
11889734,6,4,1
11889734,3,6,2
11889734,6,4,3
11889753,7,5,1
11889753,6,4,2
11888991,7.7,6.3,1
11888991,7.7,6.2,2
11889255,6,4,1
11889255,6,4,2
11889511,1,6,1
11889511,6.4,7.7,2
11889256,4,6,1
11889256,6.4,7.7,2
11889514,7,5,1
11889514,6,4,2
11889314,7,5,1
11889314,4,6,2
11889314,6,3,3
11889650,3,6,1
11889650,2,6,2
11889651,4,6,1
11889651,6.1,7.7,2
11889986,3,6,1
11889986,4,6,2
11889758,4,6,1
11889765,6,2,1
11889765,1,6,2
11889765,6,3,3
11889510,4,6,1
11889513,3,6,1
11889513,4,6,2
11890025,4,6,1
11889830,7.8,6.6,1
11889830,6.0,7.7,2
11889830,6,3,3
11889832,6,4,1
11889832,5,7,2
11889832,6,4,3
11890094,4,6,1
11890094,2,6,2
11890185,6,1,1
11890185,7.10,6.8,2
11890271,4,6,1
11890271,6,3,2
11890271,6,4,3
11890026,3,6,1
11890026,2,6,2
11890186,2,6,1
11890186,3,6,2
11890364,2,6,1
11890364,7.7,6.4,2
11890364,6,3,3
11890375,1,6,1
11890375,6,1,2
11890375,5,7,3
11890376,6.5,7.7,1
11890376,3,6,2
11890377,2,6,1
11890377,6,4,2
11890377,6,3,3
11890378,6,4,1
11890378,6,2,2
11890379,7,5,1
11890379,6,1,2
11890380,6,3,1
11890380,6,4,2
11890381,3,6,1
11890381,6,1,2
11890381,6,3,3
11890382,5,7,1
11890382,3,6,2
11890470,6,2,1
11890470,4,6,2
11890470,6.1,7.7,3
11890471,6,4,1
11890471,6,4,2
11890547,6,2,1
11890547,6,3,2
11890548,6,1,1
11890581,7,5,1
11890581,6.7,7.9,2
11890581,6.4,7.7,3
11890409,4,6,1
11890409,4,6,2
11890413,6.5,7.7,1
11890413,6,3,2
11890413,3,6,3
11890414,3,6,1
11890414,6,4,2
11890415,4,6,1
11890415,7.9,6.7,2
11890415,6,2,3
11890427,6.5,7.7,1
11890427,5,7,2
11890645,3,6,1
11890645,4,6,2
11890646,6,4,1
11890646,3,6,2
11890646,2,6,3
11890647,6,4,1
11890647,6,2,2
11890404,1,6,1
11890404,5,7,2
11890405,3,6,1
11890405,1,6,2
11890406,4,6,1
11890406,6,2,2
11890406,6,4,3
11890407,6,4,1
11890407,3,6,2
11890407,7.10,6.8,3
11890408,6,3,1
11890408,6.3,7.7,2
11890410,6,1,1
11890410,3,6,2
11890410,7.7,6.3,3
11890411,6,4,1
11890411,6,1,2
11891013,6.8,7.10,1
11890837,3,6,1
11890837,6.3,7.7,2
11890839,2,6,1
11890839,3,6,2
11890840,6,3,1
11890840,7,5,2
11890842,6,2,1
11890842,6.6,7.8,2
11890842,6,3,3
11891355,4,6,1
11891355,1,6,2
11890844,4,6,1
11890844,6.4,7.7,2
11890846,2,6,1
11890846,3,6,2
11890847,6.10,7.12,1
11890847,7.7,6.3,2
11890847,3,6,3
11890849,6,4,1
11890849,6,4,2
11891106,6,3,1
11891106,6,3,2
11890851,6,3,1
11890851,6,1,2
11890853,6,3,1
11890853,7,5,2
11890855,4,6,1
11890855,6,4,2
11890855,5,7,3
11890857,7.14,6.12,1
11890857,6,2,2
11891114,7.7,6.4,1
11891114,7,5,2
11890859,6,3,1
11890859,1,6,2
11890859,4,6,3
11891115,6,3,1
11891115,6,2,2
11890860,3,6,1
11890860,6,3,2
11890860,6,2,3
11890862,6,3,1
11890862,2,6,2
11890866,7.9,6.7,1
11890866,7,5,2
11890869,6,1,1
11890869,2,6,2
11890869,3,6,3
11890871,6,1,1
11890871,6,4,2
11890872,7.7,6.4,1
11890872,6,1,2
11890877,6,3,1
11890877,6,3,2
11890879,2,6,1
11890879,6,2,2
11890879,6,3,3
11890882,5,7,1
11890882,3,6,2
11890883,4,6,1
11890883,4,6,2
11890885,1,6,1
11890885,4,6,2
11890887,6.3,7.7,1
11890887,4,6,2
11890890,4,6,1
11890890,4,6,2
11891146,6,3,1
11891146,6.5,7.7,2
11891146,6,3,3
11890891,6.5,7.7,1
11890891,3,6,2
11890899,2,6,1
11890899,2,6,2
11890900,1,6,1
11890900,2,6,2
11890648,6,2,1
11890648,3,6,2
11890648,6,3,3
11890649,3,6,1
11890649,6,3,2
11890649,6,2,3
11890650,4,6,1
11890650,4,6,2
11890663,2,6,1
11890663,3,6,2
11890664,6.3,7.7,1
11890664,7,5,2
11890664,6.4,7.7,3
11890666,6,3,1
11890666,4,6,2
11890666,4,6,3
11890686,7.7,6.5,1
11890686,6.5,7.7,2
11890686,2,6,3
11891513,6.5,7.7,1
11891513,3,6,2
11891514,6,2,1
11891514,4,6,2
11891514,4,6,3
11891515,7.7,6.4,1
11891515,7.7,6.2,2
11891521,4,6,1
11891521,6,4,2
11891521,4,6,3
11890841,6,3,1
11890841,6,4,2
11890845,3,6,1
11890845,2,6,2
11890848,4,6,1
11890848,6,1,2
11890848,6,2,3
11891105,6,2,1
11891105,7.7,6.2,2
11890850,6,4,1
11890850,5,7,2
11890850,7.11,6.9,3
11891107,2,6,1
11891107,6,2,2
11891107,6,3,3
11890852,6,3,1
11890852,6,3,2
11890854,6,3,1
11890854,6,3,2
11890856,7,5,1
11890856,3,6,2
11890856,7,5,3
11890861,6.1,7.7,1
11890861,7.7,6.5,2
11890861,6.6,7.10,3
11890863,4,6,1
11890863,2,6,2
11890864,4,6,1
11890864,6,4,2
11890864,6,1,3
11890867,6.5,7.7,1
11890867,3,6,2
11890868,7,5,1
11890868,6.2,7.7,2
11890868,6,4,3
11890870,4,6,1
11890870,4,6,2
11890873,7.7,6.5,1
11890873,6.2,7.7,2
11890873,3,6,3
11890874,6,1,1
11890874,6,2,2
11890875,7.7,6.1,1
11890875,6,4,2
11890876,6,3,1
11890876,4,6,2
11890876,3,6,3
11890878,4,6,1
11890878,1,6,2
11890880,1,6,1
11890880,6,1,2
11890880,6,1,3
11890881,7.13,6.11,1
11890881,6.5,7.7,2
11890881,6.8,7.10,3
11891138,6,3,1
11891138,7,5,2
11891139,6,3,1
11891139,6,4,2
11890884,5,7,1
11890884,6.1,7.7,2
11890886,6,3,1
11890886,6,4,2
11890888,7.9,6.7,1
11890888,6.3,7.7,2
11890888,6,4,3
11890889,6,1,1
11890889,2,6,2
11890889,7,5,3
11890892,7.8,6.6,1
11890892,6,4,2
11890893,7.9,6.7,1
11890893,6.4,7.7,2
11890893,6,4,3
11890894,6,3,1
11890894,6,3,2
11890895,7,5,1
11890895,3,6,2
11890895,7.10,6.7,3
11890897,4,6,1
11890897,5,7,2
11890898,6.1,7.7,1
11890898,7,5,2
11890898,7.10,6.6,3
11890902,4,6,1
11890902,2,6,2
11891462,6,3,1
11891462,5,7,2
11891462,6,1,3
11891463,6,3,1
11891463,6,2,2
11891464,7.7,6.0,1
11891464,6,2,2
11891465,6,2,1
11891465,4,6,2
11891465,6,1,3
11891466,6,4,1
11891466,6,2,2
11891506,4,6,1
11891506,3,6,2
11891507,3,6,1
11891507,6,4,2
11891507,7.10,6.8,3
11891508,3,6,1
11891508,4,6,2
11891509,4,6,1
11891509,6.2,7.7,2
11891510,7.7,6.2,1
11891510,4,6,2
11891510,6.11,7.13,3
11891511,7.7,6.4,1
11891511,6,3,2
11891512,6,4,1
11891512,6,4,2
11891522,6,3,1
11891522,3,6,2
11891522,6,4,3
11891544,6,3,1
11891544,3,6,2
11891544,7,5,3
11891545,1,6,1
11891545,6,3,2
11891545,3,6,3
11891555,7,5,1
11891555,6,3,2
11891557,6,4,1
11891557,6.3,7.7,2
11891557,6,3,3
11891561,6.6,7.8,1
11891561,6.8,7.10,2
11891859,6,4,1
11891859,1,6,2
11891859,6.7,7.9,3
11890843,5,7,1
11890843,2,6,2
11890858,6.3,7.7,1
11890858,4,6,2
11891887,7.7,6.4,1
11891887,6,4,2
11890865,6,4,1
11890865,6.8,7.10,2
11890865,1,6,3
11890896,6,4,1
11890896,6.3,7.7,2
11890896,6,1,3
11890901,6,3,1
11890901,2,6,2
11890901,3,6,3
11891670,7.7,6.5,1
11891670,6,2,2
11891671,3,6,1
11891671,1,6,2
11892006,6,1,1
11892006,6,4,2
11891543,4,6,1
11891543,5,7,2
11891560,6,3,1
11891560,6,4,2
11891828,4,6,1
11891828,6.0,7.7,2
11891829,6.5,7.7,1
11891829,6,3,2
11891829,6,4,3
11891830,2,6,1
11891830,2,6,2
11891855,6,2,1
11891855,6.3,7.7,2
11891855,2,6,3
11891856,3,6,1
11891856,2,6,2
11891857,6.5,7.7,1
11891857,4,6,2
11891858,7.13,6.11,1
11891858,2,6,2
11891858,6.9,7.11,3
11891888,1,6,1
11891888,2,6,2
11891894,7,5,1
11891894,6,4,2
11891896,6,4,1
11891896,6,4,2
11891897,6,3,1
11891897,6,1,2
11891901,3,6,1
11891668,2,6,1
11891668,6,2,2
11891668,7,5,3
11891669,4,6,1
11891669,7.8,6.6,2
11891669,7.10,6.6,3
11891672,3,6,1
11891672,6,4,2
11891672,6,2,3
11891945,5,7,1
11891945,7.7,6.2,2
11891945,1,6,3
11892229,6,1,1
11892229,1,6,2
