event_key,score_first,score_second,score_set
11875119,7.7,6.5,2
11875119,7.7,6.4,3
11875120,3,6,1
11875120,2,6,2
11875121,7.7,6.4,1
11875121,6,3,2
11875122,6,1,1
11875122,6,4,2
11875123,3,6,1
11875123,7.8,6.6,2
11875123,5,7,3
11875124,2,6,1
11875124,6.2,7.7,2
11874890,4,6,1
11874890,6,1,2
11874890,3,6,3
11874904,3,6,1
11874904,7.8,6.6,2
11874904,7.7,6.4,3
11874905,3,6,1
11874905,4,6,2
11874907,2,6,1
11874907,4,6,2
11874908,7.7,6.4,1
11874908,7.7,6.5,2
11874913,6,2,1
11874913,6,1,2
11874916,6,3,1
11874916,6,4,2
11875179,7,5,1
11875179,6,2,2
11875044,6,4,1
11875044,6.2,7.7,2
11875044,2,6,3
11875045,6,2,1
11875045,7.7,6.2,2
11875047,5,7,2
11875047,6,2,3
11875048,6.3,7.7,1
11875048,6,4,2
11875048,7.13,6.11,3
11875049,6,4,1
11875049,6.8,7.10,2
11875049,7.10,6.2,3
11875050,4,6,1
11875050,6,3,2
11875050,6,1,3
11875051,6,3,1
11875051,7.8,6.6,2
11875052,2,6,1
11875052,3,6,2
11875053,3,6,1
11875053,6,4,2
11875053,1,6,3
11875054,1,6,1
11875054,4,6,2
11875055,7.9,6.7,1
11875055,6,4,2
11875056,1,6,1
11875056,1,6,2
11875057,6,3,1
11875057,6.4,7.7,2
11875057,3,6,3
11875058,2,6,1
11875058,6.2,7.7,2
11875059,7.7,6.4,1
11875059,7.9,6.7,2
11875060,6,2,1
11875060,6,4,2
11875061,7.7,6.5,1
11875061,3,6,2
11875061,4,6,3
11875062,5,7,1
11875062,4,6,2
11875063,6,4,1
11875063,3,6,2
11875063,3,6,3
11875064,2,6,1
11875064,6,4,2
11875064,4,6,3
11875065,6,4,1
11875065,6,4,2
11875067,6,1,1
11875067,1,6,2
11875067,6,3,3
11875068,5,7,1
11875068,6,1,2
11875068,6,1,3
11875069,6,4,1
11875069,3,6,2
11875069,7.10,6.4,3
11875070,6,3,1
11875070,7,5,2
11875071,6,2,1
11875374,7.7,6.5,1
11875374,6,3,2
11875393,7.7,6.0,1
11875393,7.7,6.3,2
11875143,6,3,1
11875143,6,4,2
11875153,3,6,1
11875153,7.7,6.5,2
11875153,6,3,3
11874906,3,6,1
11874906,3,6,2
11874911,7.7,6.4,1
11874911,6,3,2
11874914,6,4,1
11874914,4,6,2
11874914,6,4,3
11874915,6,3,1
11874915,7,5,2
11875182,4,6,1
11875182,5,7,2
11875183,3,6,1
11875183,6,4,2
11875183,6,2,3
11875189,2,6,1
11875189,6,3,2
11875189,6,4,3
11875190,6,3,1
11875190,7.7,6.4,2
11875878,6,3,1
11875878,5,7,2
11875878,4,6,3
11875879,7.8,6.6,1
11875879,1,6,2
11875879,6,3,3
11875373,6.4,7.7,1
11875373,6,4,2
11875373,7.7,6.2,3
11875375,4,6,1
11875375,6,3,2
11875375,2,6,3
11875376,7.7,6.5,1
11875376,6,4,2
11875377,3,6,1
11875377,4,6,2
11875378,1,6,1
11875379,6,3,1
11875379,6,3,2
11875380,6,2,1
11875380,6,4,2
11875381,7.8,6.6,1
11875381,3,6,2
11875381,2,6,3
11875382,7.7,6.5,1
11875382,6,4,2
11875383,6,2,1
11875383,6,2,2
11875384,3,6,1
11875384,6,1,2
11875384,6,4,3
11875385,3,6,1
11875385,6,3,2
11875385,3,6,3
11875386,5,7,1
11875386,3,6,2
11875387,5,7,1
11875387,6,1,2
11875387,6,4,3
11875388,3,6,1
11875388,4,6,2
11875188,1,6,1
11875188,6.7,7.9,2
11875191,3,6,1
11875191,7.7,6.2,2
11875191,6,2,3
11875192,4,6,1
11875192,6.4,7.7,2
11875193,4,6,1
11875193,6.3,7.7,2
11875194,4,6,1
11875194,4,6,2
11875195,6,4,1
11875195,6,4,2
11875196,4,6,1
11875196,6,3,2
11875196,6,2,3
11875197,6,3,1
11875197,7.7,6.1,2
11875198,3,6,1
11875198,3,6,2
11875199,7.7,6.4,1
11875199,6,3,2
11875466,6,3,1
11875466,4,6,2
11875466,6,4,3
11875467,7.7,6.2,1
11875467,7.7,6.5,2
11875468,7.8,6.6,1
11875468,6,4,2
11875469,6,2,1
11875469,6.5,7.7,2
11875469,6,1,3
11875470,4,6,1
11875470,4,6,2
11875471,2,6,1
11875471,7.7,6.5,2
11875471,6,4,3
11875472,5,7,1
11875472,6.4,7.7,2
11875473,6.3,7.7,1
11875473,6.2,7.7,2
11875474,6,3,1
11875474,7.7,6.2,2
11875475,7.7,6.2,1
11875475,6.2,7.7,2
11875475,6,4,3
11875476,6,4,1
11875476,7.7,6.1,2
11875477,6.4,7.7,1
11875477,6,3,2
11875477,6,3,3
11875478,6,4,1
11875478,6,3,2
11875479,6,4,1
11875479,3,6,2
11875479,3,6,3
11875741,6.3,7.7,1
11875741,6.8,7.10,2
11875742,6,3,1
11875742,6,2,2
11875778,2,6,1
11875778,4,6,2
11876124,7,5,1
11876124,6,4,2
11876124,6,4,3
11876125,3,6,1
11876125,6,4,2
11876125,6,4,3
11876125,4,6,4
11876125,2,6,5
11876126,3,6,1
11876127,5,7,1
11876127,4,6,2
11876127,7.7,6.5,3
11876127,7,5,4
11876127,5,7,5
11876128,6,4,1
11876128,6,2,2
11876128,6,2,3
11876129,6,4,1
11876129,6,4,2
11876129,6,4,3
11875875,7,5,1
11875875,6,2,2
11876152,5,7,1
11876152,6.2,7.7,2
11876157,6.5,7.7,1
11876157,6.4,7.7,2
11876158,4,6,1
11876158,6,3,2
11876158,6,2,3
11876158,7.8,6.6,4
11876159,6,4,1
11876159,6.3,7.7,2
11876159,2,6,3
11876159,6,3,4
11876159,6,2,5
11876160,6,4,1
11876160,6,2,2
11876160,6,4,3
11876161,6,2,1
11876161,4,6,2
11876161,6.5,7.7,3
11876161,6.5,7.7,4
11876162,6,4,1
11876162,7.8,6.6,2
11876162,6,4,3
11876163,6,2,1
11876163,6.2,7.7,2
11876163,3,6,3
11876163,6,2,4
11876163,2,6,5
11876164,6,3,1
11876164,7.7,6.4,2
11876164,4,6,3
11876164,7,5,4
11876165,3,6,1
11876165,4,6,2
11876165,1,6,3
11876166,6,3,1
11876166,1,6,2
11876166,6,3,3
11876166,6,4,4
11876167,7.9,6.7,1
11876167,3,6,2
11876167,3,6,3
11876167,4,6,4
11876198,6,4,1
11876198,3,6,2
11876198,6,3,3
11876204,6,2,1
11876204,6,3,2
11876205,4,6,1
11876205,6,4,2
11876205,6.2,7.7,3
11876206,6,2,1
11876206,6,4,2
11875958,7,5,1
11875958,6,2,2
11876524,4,6,1
11876524,6,3,2
11876524,7.11,6.9,3
11876530,6.4,7.7,1
11876530,4,6,2
11876890,1,6,1
11876890,4,6,2
11876949,6,4,1
11876949,1,6,2
11876949,6,4,3
11876528,6,2,1
11876528,5,7,2
11876528,2,6,3
11876529,4,6,1
11876529,3,6,2
11876673,6.7,7.9,1
11876673,6,3,2
11876673,3,6,3
11876673,6.2,7.7,4
11876676,6,1,1
11876676,6,3,2
11876676,7,5,3
11876677,6.3,7.7,1
11876677,6,4,2
11876677,6,4,3
11876677,6,4,4
11877189,6,2,1
11877189,5,7,2
11877189,6,2,3
11876678,3,6,1
11876678,3,6,2
11876678,6.4,7.7,3
11876681,5,7,1
11876681,7.7,6.4,2
11876681,6,2,3
11876681,6,2,4
11876695,6,4,1
11876695,3,6,2
11876695,4,6,3
11876695,4,6,4
11876698,5,7,1
11876698,3,6,2
11876698,6.9,7.11,3
11876703,1,6,1
11876703,7,5,2
11876703,4,6,3
11876703,3,6,4
11876705,7,5,1
11876705,6.8,7.10,2
11876705,6,3,3
11876705,6,4,4
11876708,6,3,1
11876708,7,5,2
11876708,7,5,3
11876710,6,3,1
11876710,6,1,2
11876710,7,5,3
11876711,4,6,1
11876711,3,6,2
11876711,3,6,3
11876715,1,6,1
11876715,4,6,2
11876715,4,6,3
11876717,6,3,1
11876717,7,5,2
11876717,6,4,3
11876718,5,7,1
11876718,5,7,2
11876718,4,6,3
11876723,6,2,1
11876723,6,2,2
11876723,6,2,3
11876726,2,6,1
11876726,2,6,2
11876726,6,4,3
11876726,7.7,6.4,4
11876726,6,3,5
11876728,7.7,6.4,1
11876728,4,6,2
11876728,2,6,3
11876728,4,6,4
11876730,6,3,1
11876730,7.7,6.1,2
11876730,3,6,3
11876730,7,5,4
11876731,7,5,1
11876731,6,3,2
11876731,7.7,6.4,3
11876732,6,3,1
11876732,6,3,2
11876732,6,4,3
11877078,7.7,6.4,1
11877078,6.4,7.7,2
11877078,7.7,6.4,3
11877078,6,4,4
11876671,6,2,2
11876671,7,5,3
11876686,6.5,7.7,1
11876686,5,7,2
11876686,6,3,3
11876686,6,4,4
11876686,7,5,5
11876691,6,2,1
11876691,6,3,2
11876691,6.5,7.7,3
11876691,6,4,4
11876712,6,3,1
11876712,4,6,2
11876712,6,1,3
11876712,6,4,4
11876714,3,6,1
11876714,1,6,3
11877413,3,6,1
11877413,6.4,7.7,2
11877413,5,7,3
11876675,3,6,1
11876675,4,6,2
11876675,5,7,3
11876680,5,7,1
11876680,6,3,2
11876680,6,3,3
11876680,6,4,4
11876683,3,6,1
11876683,5,7,2
11876683,6,4,3
11876683,6,3,4
11876683,1,6,5
11876684,7.7,6.5,1
11876684,6.3,7.7,2
11876684,6.8,7.10,3
11876684,6.7,7.9,4
11876687,4,6,1
11876687,7,5,2
11876687,7,5,3
11876687,6,3,4
11876688,6,4,1
11876688,6,2,2
11876688,6,4,3
11876689,7.7,6.2,1
11876689,6,4,2
11876689,6,4,3
11876692,4,6,1
11876692,6,2,2
11876692,6,4,3
11876692,5,7,4
11876692,3,6,5
11876693,5,7,1
11876693,7.7,6.4,2
11876693,5,7,3
11876693,3,6,4
11876696,4,6,1
11876696,6,4,2
11876696,6,3,3
11876701,6,4,1
11876701,6,4,2
11876701,6,4,3
11876702,6.4,7.7,1
11876702,3,6,2
11876702,2,6,3
11876704,6,3,1
11876704,6,3,2
11876704,6,2,3
11876706,7,5,1
11876706,6,4,2
11876706,6,3,3
11876707,5,7,1
11876707,3,6,2
11876707,1,6,3
11876709,7.7,6.5,1
11876709,1,6,2
11876709,6,3,3
11876709,6,4,4
11876716,6.5,7.7,1
11876716,6,4,2
11876716,7.7,6.5,3
11876716,6,1,4
11876719,2,6,1
11876719,7.9,6.7,2
11876719,6.4,7.7,3
11876719,6,4,4
11876719,7,5,5
11876720,5,7,1
11876720,6,4,2
11876720,6,2,3
11876720,6,2,4
11876721,6,4,1
11876721,6,3,2
11876721,3,6,3
11876721,4,6,4
11876721,6,3,5
11876722,1,6,1
11876722,2,6,2
11876722,1,6,3
11876724,3,6,1
11876724,6,3,2
11876724,6,2,3
11876724,4,6,4
11876724,7,5,5
11876725,6,3,1
11876725,6.1,7.7,2
11876725,2,6,3
11876725,7.7,6.5,4
11876725,6.8,7.10,5
11876727,7.7,6.4,1
11876727,6,3,2
11876727,6,4,3
11876729,7.9,6.7,1
11876729,4,6,2
11876729,6,2,3
11876729,6,3,4
11877505,7,5,1
11877505,6,1,2
11877505,6,2,3
11877408,6.3,7.7,1
11877408,7,5,2
11877408,2,6,3
11877409,6,4,1
11877409,3,6,2
11877409,4,6,3
11877409,6,3,4
11877410,4,6,1
11877410,4,6,2
11877410,6.3,7.7,3
11877411,7,5,1
11877411,7.7,6.5,2
11877411,6,4,3
11877412,6,4,1
11877412,6,3,2
11877412,6,1,3
11876672,7.7,6.0,1
11876672,3,6,2
11876672,4,6,3
11876672,4,6,4
11876674,6.5,7.7,1
11876674,6,3,2
11876674,7.9,6.7,3
11876674,6,3,4
11876679,6,4,1
11876679,2,6,2
11876679,4,6,3
11876679,1,6,4
11876682,7.7,6.5,1
11876682,3,6,2
11876682,3,6,3
11876682,6.2,7.7,4
11876685,7.7,6.3,1
11876685,6,1,2
11876685,6,2,3
11878226,6,3,1
11878226,3,6,2
11878226,6.5,7.7,3
11878226,3,6,4
11876694,7.7,6.5,1
11876694,7,5,2
11876694,6.5,7.7,3
11876694,6.3,7.7,4
11876694,3,6,5
11876700,6,4,1
11876700,4,6,2
11876700,6,2,3
11876700,3,6,4
11876700,6,3,5
11876713,7,5,1
11876713,6,4,2
11876713,4,6,3
11876713,6,4,4
11877997,3,6,1
11877997,2,6,2
11877997,6,3,3
11877997,6,4,4
11877997,6,2,5
11876733,6,2,1
11876733,6.3,7.7,2
11876733,6.6,7.8,3
11876733,6,3,4
11876733,2,6,5
11876734,6,4,1
11876734,7.7,6.4,2
11876734,7.7,6.5,3
11877503,6,3,1
11877503,7.7,6.5,2
11877504,6,3,1
11877504,3,6,2
11877504,6,3,3
11877504,7.7,6.3,4
11878060,2,6,1
11878060,2,6,2
11878060,2,6,3
11878062,3,6,1
11878062,4,6,2
11878062,4,6,3
11878064,5,7,1
11878064,3,6,2
11878064,6.4,7.7,3
11878065,2,6,1
11878065,6,3,2
11878065,7.7,6.3,3
11878065,7,5,4
11878066,4,6,1
11878066,6.4,7.7,2
11878066,7.7,6.4,3
11878066,4,6,4
11878067,6,3,1
11878067,6,4,2
11878067,7.9,6.7,3
11878068,7.13,6.11,1
11878068,6,4,2
11878068,6,2,3
11877833,3,6,1
11877833,6,4,2
11877833,4,6,3
11877833,2,6,4
11877834,3,6,1
11877834,1,6,2
11877834,4,6,3
11877332,6.4,7.7,1
11877332,6,3,2
11877332,6,4,3
11877332,7,5,4
11878427,6,2,1
11878427,6.2,7.7,2
11878427,7.7,6.5,3
11878427,3,6,4
11878427,6,1,5
11878429,6.1,7.7,1
11878429,4,6,2
11878430,6,3,1
11878430,6.6,7.8,2
11878430,7.7,6.5,3
11878430,6,2,4
11878239,3,6,1
11878239,6,3,2
11878239,2,6,3
11878239,6.3,7.7,4
11877996,6,4,1
11877996,7.7,6.2,2
11877996,6,3,3
11878288,3,6,1
11878288,6.3,7.7,2
11878288,4,6,3
11878061,6.2,7.7,1
11878061,3,6,2
11878061,6,4,3
11878061,4,6,4
11878063,6,3,1
11878063,6,3,2
11878063,7.7,6.5,3
11878319,6,4,1
11878319,6,1,2
11878319,7.7,6.4,3
11878320,6.4,7.7,1
11878320,4,6,2
11878320,4,6,3
11878321,3,6,1
11878321,6,2,2
11878321,6,3,3
11878321,6,4,4
11878322,3,6,1
11878322,1,6,2
11878322,6.5,7.7,3
11878069,6.3,7.7,1
11878069,7.7,6.2,2
11878069,6,4,3
11878069,6.3,7.7,4
11878069,4,6,5
11878333,6,3,1
11878333,6,4,2
11878333,6,4,3
11878334,6,1,1
11878334,2,6,2
11878334,6,4,3
11878334,6,3,4
11878335,5,7,1
11878335,7,5,2
11878335,3,6,3
11878335,4,6,4
11878336,6,3,1
11878336,7,5,2
11878336,6,4,3
11878337,6,4,1
11878337,5,7,2
11878337,6,2,3
11878337,6,2,4
11878373,4,6,1
11878373,6,2,2
11878373,7,5,3
11878373,7,5,4
11878428,6,2,1
11878428,7.7,6.2,2
11878428,6.5,7.7,3
11878428,6.9,7.11,4
11878428,6,2,5
11878564,4,6,1
11878564,6,3,2
11878564,6,4,3
11878564,6,4,4
11878587,3,6,1
11878587,6,4,2
11878587,6,3,3
11878587,4,6,4
11878587,6.8,7.10,5
11878588,3,6,1
11878588,6.4,7.7,2
11878588,6.5,7.7,3
11878627,7.7,6.5,1
11878627,7.7,6.3,2
11878627,7.7,6.2,3
11878628,4,6,1
11878628,6.5,7.7,2
11878628,4,6,3
11878629,6,3,1
11878629,6.6,7.8,2
11878629,6,3,3
11878629,7,5,4
11878661,7,5,1
11878661,6,3,2
11878661,6.6,7.8,3
11878661,6.5,7.7,4
11878661,6,4,5
11878662,3,6,1
11878662,6,3,2
11878662,6,1,3
11878662,6,3,4
11878663,7.7,6.4,1
11878663,6,4,2
11878663,6,3,3
11878431,2,6,1
11878431,3,6,2
11878431,2,6,3
11878912,6,3,1
11878912,6.6,7.8,2
11878912,6.4,7.7,3
11878912,3,6,4
11878683,6.6,7.8,1
11878683,6.6,7.8,2
11878683,7,5,3
11878683,4,6,4
11878764,3,6,1
11878764,7.7,6.4,2
11878764,3,6,3
11878764,6,4,4
11878764,6,4,5
11878765,6,4,1
11878765,6,2,2
11878865,3,6,1
11878865,6,3,2
11878865,6,3,3
11878865,6,3,4
11879001,6,4,1
11879001,3,6,2
11879001,6,2,3
11879001,6,2,4
11879083,6,4,1
11879083,1,6,2
11879083,4,6,3
11879083,3,6,4
11879286,7.7,6.3,1
11879286,6,4,2
11879286,6,4,3
11879082,6,4,1
11879082,1,6,2
11879082,4,6,3
11879082,7.7,6.4,4
11879082,6,1,5
11879710,3,6,1
11879710,4,6,2
11879710,6.4,7.7,3
11880046,6,3,1
11880046,6,3,2
11880046,6,3,3
11880421,6,3,1
11880421,6,3,2
11880422,6,1,1
11880422,7.7,6.1,2
11880423,7.7,6.3,1
11880423,6,3,2
11880424,6,4,1
11880424,6,3,2
11880425,3,6,1
11880425,6.4,7.7,2
11880426,6,3,1
11880426,6,3,2
11880427,6,3,1
11880427,2,6,2
11880427,6.4,7.7,3
11880428,6,3,1
11880428,7.7,6.4,2
11880456,1,6,1
11880456,7.8,6.6,2
11880456,6,1,3
11880456,3,6,4
11880456,6,4,5
11880713,6,3,1
11880713,6.4,7.7,2
11880713,6,2,3
11880714,1,6,1
11880714,3,6,2
11880715,6,2,1
11880715,7,5,2
11880716,3,6,1
11880716,3,6,2
11880496,6,3,1
11880496,6,4,2
11880503,6,3,1
11880503,6,2,2
11880537,6,3,1
11880537,6,4,2
11880538,6.5,7.7,1
11880538,4,6,2
11880586,6.7,7.9,1
11880586,6.2,7.7,2
11880587,5,7,1
11880587,7.7,6.4,2
11880587,6,3,3
11880588,4,6,1
11880588,5,7,2
11880589,6,4,1
11880589,2,6,2
11880589,7.7,6.5,3
11880593,4,6,1
11880593,6,3,2
11880593,3,6,3
11880717,6,2,1
11880717,7.7,6.5,2
11880718,4,6,1
11880718,6,2,2
11880718,6,3,3
11880719,3,6,1
11880719,6.8,7.10,2
11880720,6.4,7.7,1
11880720,6,4,2
11880720,6,4,3
11880993,4,6,1
11880993,3,6,2
11880994,5,7,1
11880994,3,6,2
11880800,4,6,1
11880800,6,1,2
11880800,6,4,3
11880801,3,6,1
11880801,5,7,2
11880554,6.2,7.7,1
11880554,4,6,2
11880555,5,7,1
11880555,6,4,2
11880555,6,4,3
11880559,3,6,1
11880559,4,6,2
11880562,1,6,1
11880562,6.4,7.7,2
11880563,6,3,1
11880563,6,3,2
11880590,6,4,1
11880590,6,4,2
11880592,6,1,1
11880592,6,3,2
11880850,6.5,7.7,1
11880850,4,6,2
11880851,6,3,1
11880851,6,2,2
11880860,4,6,1
11880860,1,6,2
11880892,5,7,1
11880892,6,3,2
11880892,3,6,3
11880893,6,4,1
11880893,5,7,2
11880893,6,3,3
11880649,6,1,1
11880649,7,5,2
11880654,3,6,1
11880654,4,6,2
11880655,6.7,7.9,1
11880656,6,1,2
11881229,6,4,1
11881229,2,6,2
11881229,6,3,3
11881231,6,3,1
11881231,6,1,2
11881232,6,3,1
11881232,7.8,6.6,2
11881306,2,6,1
11881306,3,6,2
11880551,6,4,1
11880551,2,6,2
11880551,7.7,6.0,3
11880552,4,6,1
11880552,6,4,2
11880552,6.5,7.7,3
11880553,3,6,1
11880553,3,6,2
11880556,4,6,1
11880556,6,1,2
11880556,7,5,3
11880557,6.5,7.7,1
11880557,3,6,2
11880558,6,4,1
11880558,3,6,2
11880558,7,5,3
11880560,6,4,1
11880560,6,1,2
11880561,6.4,7.7,1
11880561,6.4,7.7,2
11880817,2,6,1
11880817,6,2,2
11880817,3,6,3
11880564,6,1,1
11880564,2,6,2
11880564,6,2,3
11880565,6,1,1
11880565,3,1,2
11880650,3,6,1
11880650,2,6,2
11880651,5,7,1
11880651,6,4,2
11880651,7,5,3
11880652,6.5,7.7,1
11880652,6,4,2
11880652,7,5,3
11880653,4,6,1
11880653,1,6,2
11880944,6,3,1
11880944,6,4,2
11880945,6.4,7.7,1
11880945,6.4,7.7,2
11880946,1,6,1
11880946,2,6,2
11880947,3,6,1
11880947,6.3,7.7,2
11881216,3,6,1
11881216,4,6,2
11881230,2,6,1
11881230,3,6,2
11881487,6,3,1
11881487,4,6,2
11881487,7.8,6.6,3
11880983,2,6,1
11880983,3,6,2
11880984,5,7,1
11880984,6,2,2
11880984,3,6,3
11881603,3,6,1
11881603,6.6,7.8,2
11881604,6,4,1
11881604,3,6,2
11881605,6,3,1
11881605,6,4,2
11881350,4,6,1
11881350,7.8,6.6,2
11881350,6,4,3
11881606,6,4,1
11881606,6,2,2
11881351,6.4,7.7,1
11881351,1,6,2
11881153,7.10,6.8,1
11881153,4,6,2
11881153,7.7,6.4,3
11880898,4,6,1
11880898,6,2,2
11880898,7,5,3
11881154,6,2,1
11881154,6,2,2
11881411,6,4,1
11881411,6,2,2
11881694,4,6,1
11881694,4,6,2
11881695,6,4,1
11881695,7.7,6.5,2
11881985,2,6,1
11881985,4,6,2
11881311,6.4,7.7,1
11881311,6.3,7.7,2
11881572,6,2,1
11881572,6,4,2
11881573,6,4,1
11881573,4,6,2
11881573,4,6,3
11881574,6,1,1
11881575,7.7,6.3,1
11881575,6,1,2
11881349,3,6,1
11881349,6.4,7.7,2
11881352,6,2,1
11881352,6,1,2
11881467,6,3,1
11881467,3,6,2
11881467,6,4,3
11882050,3,6,1
11882050,3,6,2
11882051,3,6,1
11882051,3,6,2
11882052,6,4,1
11882052,3,6,2
11882052,6.4,7.7,3
11882102,7.7,6.2,1
11882102,1,6,2
11882102,4,6,3
11881851,4,6,1
11881851,6,1,2
11881851,6,2,3
11882133,6,3,1
11882133,6,4,2
11882161,2,6,1
11882161,3,6,2
11882162,6,3,1
11882162,6,3,2
11881964,4,6,1
11881964,6,3,2
11881964,5,7,3
11881965,3,6,1
11881965,3,6,2
11882298,4,6,1
11882298,3,6,2
11882314,6,3,1
11882314,7,5,2
11882341,6,2,1
11882341,6,3,2
11882350,6.6,7.8,1
11882350,7.9,6.7,2
11882350,3,6,3
11882351,6,3,1
11882351,6,1,2
11882352,6,1,1
11882352,7.7,6.4,2
11882353,6,3,1
11882353,6,4,2
11882354,4,6,1
11882354,7.7,6.5,2
11882354,6,3,3
11882355,6,3,1
11882355,6,2,2
11882356,3,6,1
11882356,7,5,2
11882356,4,6,3
11882357,3,6,1
11882357,4,6,2
11882358,6.2,7.7,1
11882359,6,4,1
11882359,6,4,2
11882360,4,6,1
11882360,6,2,2
11882360,6,3,3
11882361,4,6,1
11882361,1,6,2
11882362,6,4,1
11882362,6,2,2
11882363,6,2,1
11882363,6,2,2
11882364,6,1,1
11882364,7,5,2
11882365,4,6,1
11882365,6,4,2
11882365,6.4,7.7,3
11882366,5,7,1
11882366,2,6,2
11882367,2,6,1
11882367,6,4,2
11882367,6.6,7.8,3
11882417,6.6,7.8,1
11882417,4,6,2
11882444,6,3,2
11882445,6,3,1
11882445,6,2,2
11882446,4,6,1
11882446,7.12,6.10,2
11882446,6,3,3
11882447,7.7,6.3,1
11882447,6,4,2
11882448,3,6,1
11882448,4,6,2
11882449,4,6,1
11882449,7.10,6.8,2
11882449,6,4,3
11882450,6.4,7.7,1
11882450,5,7,2
11882451,1,6,1
11882451,2,6,2
11882569,6.3,7.7,1
11882570,1,6,1
11882570,6,4,2
11882570,4,6,3
11882571,3,6,1
11882571,3,6,2
11882603,6,4,1
11882603,6,3,2
11882604,7,5,1
11882604,4,6,2
11882604,2,6,3
11882709,4,6,1
11882709,7.7,6.2,2
11882709,1,6,3
11882710,6,4,1
11882710,5,7,2
11882710,6.1,7.7,3
11882711,6,2,1
11882711,6,4,2
11882713,2,6,1
11882713,4,6,2
11882714,2,6,1
11882714,4,6,2
11882715,4,6,1
11882715,2,6,2
11882472,2,6,1
11882472,6,3,2
11882472,7.7,6.5,3
11882734,2,6,1
11882734,7.7,6.5,2
11882734,6.2,7.7,3
11882735,4,6,1
11882735,3,6,2
11882482,3,6,1
11882482,7,5,3
11882506,7,5,1
11882506,6,4,2
11882509,6.2,7.7,1
11882509,3,6,2
11882514,7.7,6.3,1
11882514,6,4,2
11882851,3,6,1
11882851,6,3,2
11882851,6,2,3
11882853,3,6,1
11882853,6,4,2
11882853,4,6,3
11882855,6,4,1
11882855,7,5,2
11882856,4,6,1
11882856,3,6,2
11882659,6.5,7.7,1
11882659,3,6,2
11882662,1,6,1
11882662,2,6,2
11882664,1,6,1
11882664,7,5,2
11882664,6,2,3
11882668,6,4,1
11882668,7,5,2
11882507,6,2,1
11882507,5,7,2
11882507,2,6,3
11882508,6,4,1
11882508,2,6,2
11882508,2,4,3
11882510,3,6,1
11882510,6,4,2
11882510,6,3,3
11882511,7.7,6.2,1
11882511,6,2,2
11882517,6,3,2
11883290,6.6,7.8,1
11883290,4,6,2
11882852,2,6,1
11882852,1,6,2
11882854,7,5,1
11882854,7,5,2
11882866,4,6,1
11882866,5,7,2
11882867,7.7,6.3,1
11882867,1,6,2
11882867,3,6,3
11882869,4,6,1
11882869,1,6,2
11882870,3,6,1
11882870,2,6,2
11882653,6,3,1
11882653,6,3,2
11882655,4,6,1
11882655,7,5,2
11882655,7,5,3
11882656,6,3,1
11882656,6.4,7.7,2
11882656,6.3,7.7,3
11882657,6,1,1
11882657,3,6,2
11882657,6.5,7.7,3
11882658,6,3,1
11882658,7.7,6.5,2
11882660,6.5,7.7,1
11882660,6.5,7.7,2
11882661,6,3,1
11882661,6,4,2
11882667,6,3,1
11882667,6,4,2
11882512,6,3,1
11882512,1,6,2
11882512,6,3,3
11883794,4,6,1
11883794,6,4,2
11883795,6,3,1
11883795,6,2,2
11882516,7,5,1
11882516,1,6,2
11882516,6.7,7.9,3
11883796,3,6,1
11883796,6,3,2
11883796,4,6,3
11883797,7,5,1
11883797,6,4,2
11883798,6,4,1
11883799,6,1,1
11883799,6,3,2
11883800,6,4,1
11883800,6,4,2
11883062,4,6,1
11883062,7,5,2
11883062,7.7,6.3,3
11883064,4,6,1
11883064,1,6,2
11883337,3,6,1
11883337,7.7,6.5,2
11883337,6,4,3
11883338,6,3,1
11883338,7,5,2
11883339,3,6,1
11883339,6.5,7.7,2
11883340,6,2,1
11883340,6,3,2
11883623,7,5,1
11883624,6,4,2
11883625,6,7,1
11883625,6,4,2
11883625,4,6,3
11883626,6,3,1
11883626,6,1,2
11883627,7,6,1
11883627,6,3,2
11883628,6,2,1
11883628,2,6,2
11883628,6,7,3
11882865,6,4,1
11882865,6,4,2
11882871,6,3,1
11882871,6,2,2
11883654,1,6,1
11883654,4,6,2
11883655,1,6,1
11883655,1,6,2
11883672,7,5,1
11883672,7,6,2
11883673,6,1,1
11883675,6,1,1
11883675,7,5,2
11883676,2,6,1
11883676,6,3,2
11883676,3,6,3
11883677,6,2,1
11883677,6,2,2
11882654,6,2,1
11882654,6,4,2
11883679,6,4,1
11883679,7,5,2
11882663,4,6,1
11882663,7.7,6.0,2
11882663,6,3,3
11882665,4,6,1
11882665,2,6,2
11882666,6,3,1
11882666,6,2,2
11882669,3,6,1
11882669,6,3,2
11882669,3,6,3
11883469,7.8,6.6,1
11883469,6,4,2
11882996,6,2,1
11882996,3,6,2
11882996,6,3,3
11883531,6.7,7.9,1
11883531,3,6,2
11883532,6,2,1
11883532,6.3,7.7,2
11883532,4,6,3
11883805,6,2,1
11883805,6,2,2
11883806,1,6,1
11883806,6.7,7.9,2
11884076,6,4,1
11884076,6,2,2
11884079,4,6,1
11884079,6,1,2
11884079,6,2,3
11884080,7,5,1
11884080,6,2,2
11884081,6,2,2
11884082,2,6,1
11884082,4,6,2
11884083,1,6,1
11884083,4,6,2
11884084,7,5,1
11884084,6,2,2
11884085,6,4,1
11884085,7,5,2
11883063,6,3,1
11883063,7,5,2
11884094,6,1,1
11884095,6,1,1
11884096,6,1,1
