point_id,number_point,score,break_point,set_point,match_point
91294,3,15 - 30,,,
91295,4,15 - 40,,,
91296,1,15 - 0,,,
91297,2,30 - 0,,,
91298,3,40 - 0,,,
91299,4,40 - 15,,,
91300,1,0 - 15,,,
91301,2,0 - 30,,,
91302,3,0 - 40,,,
91303,1,15 - 0,,,
91304,2,15 - 15,,,
91305,3,15 - 30,,,
91306,4,30 - 30,,,
91307,5,40 - 30,,,
91308,1,0 - 15,,,
91309,2,0 - 30,,,
91310,3,0 - 40,,First Play,First Play
91311,1,15 - 0,,,
91312,2,15 - 15,,,
91313,3,30 - 15,,,
91314,4,30 - 30,,,
91315,5,30 - 40,,,
91316,6,40 - 40,,,
91317,7,40 - A,,,
91318,1,15 - 0,,,
91319,2,15 - 15,,,
91320,3,30 - 15,,,
91321,4,40 - 15,,,
91322,5,40 - 30,,,
91323,1,0 - 15,,,
91324,2,0 - 30,,,
91325,3,15 - 30,,,
91326,4,30 - 30,,,
91327,5,40 - 30,First Play,,
91328,6,40 - 40,,,
91329,7,40 - A,,,
91330,1,15 - 0,,,
91331,2,15 - 15,,,
91332,3,30 - 15,,,
91333,4,40 - 15,,,
91334,5,40 - 30,,,
91335,1,0 - 15,,,
91336,2,15 - 15,,,
91337,3,15 - 30,,,
91338,4,15 - 40,,,
91339,1,15 - 0,,,
91340,2,15 - 15,,,
91341,3,15 - 30,,,
91342,4,30 - 30,,,
91343,5,40 - 30,,,
91344,1,0 - 15,,,
91345,2,15 - 15,,,
91346,3,15 - 30,,,
91347,4,30 - 30,,,
91348,5,30 - 40,,,
91349,6,40 - 40,,,
91350,7,A - 40,First Play,,
91351,8,40 - 40,,,
91352,9,40 - A,,,
91353,10,40 - 40,,,
91354,11,A - 40,First Play,,
91355,1,0 - 15,,,
91356,2,0 - 30,,,
91357,3,0 - 40,First Play,,
91358,4,15 - 40,First Play,,
91359,1,0 - 15,,,
91360,2,0 - 30,,,
91361,3,0 - 40,,,
91362,4,15 - 40,,,
91363,5,30 - 40,,,
91364,1,15 - 0,,,
91365,2,15 - 15,,,
91366,3,30 - 15,,,
91367,4,40 - 15,,,
91368,1,15 - 0,,,
91369,2,15 - 15,,,
91370,3,15 - 30,,,
91371,4,30 - 30,,,
91372,5,30 - 40,,,
91373,6,40 - 40,,,
91374,7,40 - A,,,
91375,8,40 - 40,,,
91376,9,40 - A,,,
91377,1,15 - 0,,,
91378,2,30 - 0,,,
91379,3,30 - 15,,,
91380,4,30 - 30,,,
91381,5,40 - 30,,,
91382,6,40 - 40,,,
91383,7,40 - A,First Play,,
91384,1,15 - 0,,,
91385,2,15 - 15,,,
91386,3,30 - 15,,,
91387,4,40 - 15,First Play,,
91388,5,40 - 30,First Play,,
91389,6,40 - 40,,,
91390,7,A - 40,First Play,,
91391,8,40 - 40,,,
91392,9,A - 40,First Play,,
91393,1,15 - 0,,,
91394,2,30 - 0,,,
91395,3,40 - 0,,,
91396,1,0 - 15,,,
91397,2,15 - 15,,,
91398,3,15 - 30,,,
91399,4,30 - 30,,,
91400,5,40 - 30,First Play,,
91401,1,15 - 0,,,
91402,2,30 - 0,,,
91403,3,30 - 15,,,
91404,4,40 - 15,,,
91405,5,40 - 30,,,
91406,6,40 - 40,,,
91407,7,A - 40,,,
91408,8,40 - 40,,,
91409,9,40 - A,First Play,,
91410,10,40 - 40,,,
91411,11,A - 40,,,
91412,12,40 - 40,,,
91413,13,A - 40,,,
91414,14,40 - 40,,,
91415,15,40 - A,First Play,,
91416,16,40 - 40,,,
91417,17,40 - A,First Play,,
91418,18,40 - 40,,,
91419,19,40 - A,First Play,,
91420,20,40 - 40,,,
91421,21,A - 40,,,
91422,22,40 - 40,,,
91423,23,A - 40,,,
91424,1,15 - 0,,,
91425,2,30 - 0,,,
91426,3,40 - 0,First Play,,
91427,4,40 - 15,First Play,,
91428,5,40 - 30,First Play,,
91429,6,40 - 40,,,
91430,7,40 - A,,,
91431,1,15 - 0,,,
91432,2,15 - 15,,,
91433,3,30 - 15,,,
91434,4,40 - 15,,,
91435,1,0 - 15,,,
91436,2,0 - 30,,,
91437,3,15 - 30,,,
91438,4,30 - 30,,,
91439,5,40 - 30,First Play,,
91440,6,40 - 40,,,
91441,7,A - 40,First Play,,
91442,8,40 - 40,,,
91443,9,40 - A,,,
91444,1,0 - 15,,,
91445,2,0 - 30,,,
91446,3,15 - 30,,,
91447,4,30 - 30,,,
91448,5,40 - 30,,,
91449,6,40 - 40,,,
91450,7,40 - A,First Play,,
91451,8,40 - 40,,,
91452,9,A - 40,,,
91453,10,40 - 40,,,
91454,11,40 - A,First Play,,
91455,12,40 - 40,,,
91456,13,40 - A,First Play,,
91457,14,40 - 40,,,
91458,15,A - 40,,,
91459,16,40 - 40,,,
91460,17,40 - A,First Play,,
91461,18,40 - 40,,,
91462,19,A - 40,,,
91463,20,40 - 40,,,
91464,21,A - 40,,,
91465,22,40 - 40,,,
91466,23,40 - A,First Play,,
91467,24,40 - 40,,,
91468,25,A - 40,,,
91469,1,15 - 0,,,
91470,2,15 - 15,,,
91471,3,30 - 15,,,
91472,4,30 - 30,,,
91473,5,30 - 40,,,
91474,6,40 - 40,,,
91475,7,A - 40,First Play,,
91476,8,40 - 40,,,
91477,9,A - 40,First Play,,
91478,1,15 - 0,,,
91479,2,30 - 0,,,
91480,3,40 - 0,,,
91481,1,0 - 15,,,
91482,2,0 - 30,,,
91483,3,15 - 30,,,
91484,4,15 - 40,,,
91485,1,15 - 0,,,
91486,2,15 - 15,,,
91487,3,15 - 30,,,
91488,4,30 - 30,,,
91489,5,40 - 30,,,
91490,6,40 - 40,,,
91491,7,40 - A,First Play,,
91492,1,0 - 15,,,
91493,2,15 - 15,,,
91494,3,15 - 30,,,
91495,4,15 - 40,,,
91496,5,30 - 40,,,
91497,1,0 - 15,,,
91498,2,0 - 30,,,
91499,3,15 - 30,,,
91500,4,30 - 30,,,
91501,5,40 - 30,,,
91502,1,0 - 15,,,
91503,2,15 - 15,,,
91504,3,15 - 30,,,
91505,4,15 - 40,,,
91506,1,15 - 0,,,
91507,2,30 - 0,,,
91508,3,40 - 0,,,
91509,1,0 - 15,,,
91510,2,0 - 30,,,
91511,3,15 - 30,,,
91512,4,30 - 30,,,
91513,5,40 - 30,First Play,,
91514,6,40 - 40,,,
91515,7,A - 40,First Play,,
91516,1,15 - 0,,,
91517,2,15 - 15,,,
91518,3,30 - 15,,,
91519,4,30 - 30,,,
91520,5,40 - 30,,First Play,First Play
91521,6,40 - 40,,,
91522,7,A - 40,,First Play,First Play
91523,1,15 - 0,,,
91524,2,15 - 15,,,
91525,3,15 - 30,,,
91526,4,30 - 30,,,
91527,5,30 - 40,,,
91528,1,15 - 0,,,
91529,2,30 - 0,,,
91530,3,40 - 0,,,
91531,1,0 - 15,,,
91532,2,0 - 30,,,
91533,3,15 - 30,,,
91534,4,30 - 30,,,
91535,5,40 - 30,First Play,,
91536,6,40 - 40,,,
91537,7,40 - A,,,
91538,1,15 - 0,,,
91539,2,30 - 0,,,
91540,3,40 - 0,,,
91541,1,15 - 0,,,
91542,2,15 - 15,,,
91543,3,15 - 30,,,
91544,4,15 - 40,,,
91545,5,30 - 40,,,
91546,6,40 - 40,,,
91547,7,40 - A,,,
91548,8,40 - 40,,,
91549,9,40 - A,,,
91550,1,0 - 15,,,
91551,2,15 - 15,,,
91552,3,15 - 30,,,
91553,4,15 - 40,First Play,,
91554,5,30 - 40,First Play,,
91555,6,40 - 40,,,
91556,7,A - 40,,,
91557,8,40 - 40,,,
91558,9,A - 40,,,
91559,10,40 - 40,,,
91560,11,40 - A,First Play,,
91561,12,40 - 40,,,
91562,13,A - 40,,,
91563,1,15 - 0,,,
91564,2,30 - 0,,,
91565,3,30 - 15,,,
91566,4,40 - 15,First Play,,
91567,5,40 - 30,First Play,,
91568,6,40 - 40,,,
91569,7,A - 40,First Play,,
91570,1,0 - 15,,,
91571,2,15 - 15,,,
91572,3,15 - 30,,,
91573,4,15 - 40,First Play,,
91574,5,30 - 40,First Play,,
91575,6,40 - 40,,,
91576,7,40 - A,First Play,,
91577,8,40 - 40,,,
91578,9,A - 40,,,
91579,10,40 - 40,,,
91580,11,A - 40,,,
91581,12,40 - 40,,,
91582,13,40 - A,First Play,,
91583,1,0 - 15,,,
91584,2,0 - 30,,,
91585,3,15 - 30,,,
91586,4,30 - 30,,,
91587,5,40 - 30,First Play,,
91588,6,40 - 40,,,
91589,7,A - 40,First Play,,
91590,8,40 - 40,,,
91591,9,40 - A,,,
91592,1,15 - 0,,,
91593,2,30 - 0,,,
91594,3,40 - 0,,,
91595,4,40 - 15,,,
91596,1,15 - 0,,,
91597,2,15 - 15,,,
91598,3,15 - 30,,,
91599,4,30 - 30,,,
91600,5,30 - 40,,,
91601,6,40 - 40,,,
91602,7,A - 40,First Play,,
91603,1,15 - 0,,,
91604,2,30 - 0,,,
91605,3,40 - 0,,,
91606,1,0 - 15,,,
91607,2,15 - 15,,,
91608,3,15 - 30,,,
91609,4,30 - 30,,,
91610,5,30 - 40,,,
91611,6,40 - 40,,,
91612,7,40 - A,,,
91613,1,15 - 0,,,
91614,2,15 - 15,,,
91615,3,15 - 30,,,
91616,4,30 - 30,,,
91617,5,30 - 40,First Play,,
91618,1,15 - 0,,,
91619,2,15 - 15,,,
91620,3,15 - 30,,,
91621,4,30 - 30,,,
91622,5,30 - 40,,,
91623,6,40 - 40,,,
91624,7,A - 40,First Play,,
91625,8,40 - 40,,,
91626,9,A - 40,First Play,,
91627,1,15 - 0,,,
91628,2,30 - 0,,,
91629,3,40 - 0,,,
91630,1,15 - 0,,,
91631,2,15 - 15,,,
91632,3,30 - 15,,,
91633,4,30 - 30,,,
91634,5,40 - 30,First Play,,
91635,1,15 - 0,,,
91636,2,15 - 15,,,
91637,3,30 - 15,,,
91638,4,30 - 30,,,
91639,5,40 - 30,,,
91640,1,0 - 15,,,
91641,2,0 - 30,,,
91642,3,0 - 40,,,
91643,1,0 - 15,,,
91644,2,15 - 15,,,
91645,3,15 - 30,,,
91646,4,30 - 30,,,
91647,5,40 - 30,,,
91648,1,15 - 0,,,
91649,2,15 - 15,,,
91650,3,15 - 30,,,
91651,4,30 - 30,,,
91652,5,30 - 40,,,
91653,1,0 - 15,,,
91654,2,0 - 30,,,
91655,3,15 - 30,,,
91656,4,30 - 30,,,
91657,5,40 - 30,,First Play,First Play
91658,1,15 - 0,,,
91659,2,30 - 0,,,
91660,3,40 - 0,,,
91661,4,40 - 15,,,
91662,1,0 - 15,,,
91663,2,0 - 30,,,
91664,3,0 - 40,,,
91665,1,0 - 15,,,
91666,2,0 - 30,,,
91667,3,15 - 30,,,
91668,4,30 - 30,,,
91669,5,40 - 30,,,
91670,1,0 - 15,,,
91671,2,0 - 30,,,
91672,3,0 - 40,,,
91673,4,15 - 40,,,
91674,1,15 - 0,,,
91675,2,30 - 0,,,
91676,3,40 - 0,,,
91677,1,0 - 15,,,
91678,2,0 - 30,,,
91679,3,15 - 30,,,
91680,4,15 - 40,,,
91681,1,0 - 15,,,
91682,2,15 - 15,,,
91683,3,15 - 30,,,
91684,4,30 - 30,,,
91685,5,40 - 30,,,
91686,6,40 - 40,,,
91687,7,A - 40,,,
91688,1,0 - 15,,,
91689,2,0 - 30,,,
91690,3,15 - 30,,,
91691,4,15 - 40,,,
91692,5,30 - 40,,,
91693,1,0 - 15,,,
91694,2,0 - 30,,,
91695,3,0 - 40,First Play,,
91696,4,15 - 40,First Play,,
91697,5,30 - 40,First Play,,
91698,6,40 - 40,,,
91699,7,40 - A,First Play,,
91700,8,40 - 40,,,
91701,9,A - 40,,,
91702,10,40 - 40,,,
91703,11,40 - A,First Play,,
91704,1,0 - 15,,,
91705,2,0 - 30,,,
91706,3,15 - 30,,,
91707,4,30 - 30,,,
91708,5,30 - 40,,,
91709,1,0 - 15,,,
91710,2,15 - 15,,,
91711,3,15 - 30,,,
91712,4,30 - 30,,,
91713,5,40 - 30,,,
91714,1,0 - 15,,,
91715,2,15 - 15,,,
91716,3,15 - 30,,,
91717,4,30 - 30,,,
91718,5,30 - 40,,,
91719,1,15 - 0,,,
91720,2,15 - 15,,,
91721,3,15 - 30,,,
91722,4,30 - 30,,,
91723,5,30 - 40,First Play,,
91724,1,15 - 0,,,
91725,2,15 - 15,,,
91726,3,30 - 15,,,
91727,4,40 - 15,First Play,,
91728,5,40 - 30,First Play,,
91729,6,40 - 40,,,
91730,7,40 - A,,,
91731,1,15 - 0,,,
91732,2,15 - 15,,,
91733,3,30 - 15,,,
91734,4,40 - 15,,,
91735,1,0 - 15,,,
91736,2,0 - 30,,,
91737,3,0 - 40,,,
91738,1,0 - 15,,,
91739,2,0 - 30,,,
91740,3,0 - 40,First Play,,
91741,1,15 - 0,,,
91742,2,15 - 15,,,
91743,3,30 - 15,,,
91744,4,40 - 15,First Play,,
91745,5,40 - 30,First Play,,
91746,1,15 - 0,,,
91747,2,30 - 0,,,
91748,3,40 - 0,,,
91749,4,40 - 15,,,
91750,1,0 - 15,,,
91751,2,15 - 15,,,
91752,3,30 - 15,,,
91753,4,40 - 15,First Play,,
91754,5,40 - 30,First Play,,
91755,6,40 - 40,,,
91756,7,40 - A,,First Play,First Play
91757,8,40 - 40,,,
91758,9,40 - A,,First Play,First Play
91759,10,40 - 40,,,
91760,11,40 - A,,First Play,First Play
91761,12,40 - 40,,,
91762,13,A - 40,First Play,,
91763,1,15 - 0,,,
91764,2,30 - 0,,,
91765,3,40 - 0,,,
91766,1,15 - 0,,,
91767,2,30 - 0,,,
91768,3,30 - 15,,,
91769,4,30 - 30,,,
91770,5,30 - 40,,,
91771,6,40 - 40,,,
91772,7,40 - A,,,
91773,8,40 - 40,,,
91774,9,40 - A,,,
91775,1, - ,,,
91776,1,15 - 0,,,
91777,2,30 - 0,,,
91778,3,40 - 0,First Play,,
91779,4,40 - 15,First Play,,
91780,5,40 - 30,First Play,,
91781,6,40 - 40,,,
91782,7,40 - A,,,
91783,8,40 - 40,,,
91784,9,A - 40,First Play,,
91785,1,0 - 15,,,
91786,2,15 - 15,,,
91787,3,15 - 30,,,
91788,4,15 - 40,First Play,,
91789,5,30 - 40,First Play,,
91790,1,15 - 0,,,
91791,2,30 - 0,,,
91792,3,30 - 15,,,
91793,4,40 - 15,First Play,,
91794,5,40 - 30,First Play,,
91795,6,40 - 40,,,
91796,7,40 - A,,,
91797,8,40 - 40,,,
91798,9,40 - A,,,
91799,10,40 - 40,,,
91800,11,40 - A,,,
91801,1,0 - 15,,,
91802,2,15 - 15,,,
91803,3,30 - 15,,,
91804,4,30 - 30,,,
91805,5,40 - 30,,,
91806,6,40 - 40,,,
91807,7,40 - A,First Play,,
91808,1,0 - 15,,,
91809,2,0 - 30,,,
91810,3,15 - 30,,,
91811,4,30 - 30,,,
91812,5,40 - 30,First Play,,
91813,6,40 - 40,,,
91814,7,40 - A,,,
91815,1,15 - 0,,,
91816,2,15 - 15,,,
91817,3,15 - 30,,,
91818,4,30 - 30,,,
91819,5,30 - 40,First Play,,
91820,6,40 - 40,,,
91821,7,A - 40,,,
91822,8,40 - 40,,,
91823,9,A - 40,,,
91824,1,15 - 0,,,
91825,2,15 - 15,,,
91826,3,30 - 15,,,
91827,4,30 - 30,,,
91828,5,30 - 40,,,
91829,6,40 - 40,,,
91830,7,40 - A,,,
91831,8,40 - 40,,,
91832,9,40 - A,,,
91833,1,0 - 15,,,
91834,2,15 - 15,,,
91835,3,15 - 30,,,
91836,4,15 - 40,First Play,First Play,First Play
91837,1,15 - 0,,,
91838,2,30 - 0,,,
91839,3,30 - 15,,,
91840,4,40 - 15,,,
91841,5,40 - 30,,,
91842,1,0 - 15,,,
91843,2,15 - 15,,,
91844,3,15 - 30,,,
91845,4,30 - 30,,,
91846,5,30 - 40,,,
91847,6,40 - 40,,,
91848,7,40 - A,,,
91849,1,15 - 0,,,
91850,2,30 - 0,,,
91851,3,40 - 0,,,
91852,1,15 - 0,,,
91853,2,15 - 15,,,
91854,3,30 - 15,,,
91855,4,40 - 15,First Play,,
91856,1,0 - 15,,,
91857,2,15 - 15,,,
91858,3,30 - 15,,,
91859,4,30 - 30,,,
91860,5,30 - 40,First Play,,
91861,6,40 - 40,,,
91862,7,A - 40,,,
91863,1,0 - 15,,,
91864,2,15 - 15,,,
91865,3,30 - 15,,,
91866,4,40 - 15,First Play,,
91867,1,15 - 0,,,
91868,2,30 - 0,,,
91869,3,30 - 15,,,
91870,4,40 - 15,,,
91871,5,40 - 30,,,
91872,1,0 - 15,,,
91873,2,15 - 15,,,
91874,3,15 - 30,,,
91875,4,30 - 30,,,
91876,5,30 - 40,,,
91877,6,40 - 40,,,
91878,7,40 - A,,,
91879,1,15 - 0,,,
91880,2,15 - 15,,,
91881,3,30 - 15,,,
91882,4,40 - 15,,,
91883,1,0 - 15,,,
91884,2,0 - 30,,,
91885,3,15 - 30,,,
91886,4,15 - 40,,,
91887,1,0 - 15,,,
91888,2,15 - 15,,,
91889,3,15 - 30,,,
91890,4,15 - 40,First Play,,
91891,1,15 - 0,,,
91892,2,15 - 15,,,
91893,3,15 - 30,,,
91894,4,30 - 30,,,
91895,5,30 - 40,,,
91896,1,15 - 0,,,
91897,2,30 - 0,,,
91898,3,40 - 0,,,
91899,1,0 - 15,,,
91900,2,0 - 30,,,
91901,3,15 - 30,,,
91902,4,30 - 30,,,
91903,5,40 - 30,First Play,,
91904,6,40 - 40,,,
91905,7,40 - A,,,
91906,1,15 - 0,,,
91907,2,30 - 0,,,
91908,3,30 - 15,,,
91909,4,40 - 15,,,
91910,5,40 - 30,,,
91911,1,15 - 0,,,
91912,2,15 - 15,,,
91913,3,30 - 15,,,
91914,4,30 - 30,,,
91915,5,40 - 30,First Play,,
91916,6,40 - 40,,,
91917,7,40 - A,,,
91918,1,0 - 15,,,
91919,2,15 - 15,,,
91920,3,30 - 15,,,
91921,4,40 - 15,,,
91922,5,40 - 30,,,
91923,6,40 - 40,,,
91924,7,A - 40,,,
91925,1,0 - 15,,,
91926,2,0 - 30,,,
91927,3,0 - 40,,,
91928,1,0 - 15,,,
91929,2,15 - 15,,,
91930,3,30 - 15,,,
91931,4,30 - 30,,,
91932,5,40 - 30,,,
91933,6,40 - 40,,,
91934,7,40 - A,First Play,,
91935,8,40 - 40,,,
91936,9,40 - A,First Play,,
91937,1,0 - 15,,,
91938,2,0 - 30,,,
91939,3,15 - 30,,,
91940,4,15 - 40,,,
91941,1,0 - 15,,,
91942,2,0 - 30,,,
91943,3,15 - 30,,,
91944,4,15 - 40,First Play,,
91945,5,30 - 40,First Play,,
91946,1,0 - 15,,,
91947,2,0 - 30,,,
91948,3,0 - 40,,,
91949,1,15 - 0,,,
91950,2,15 - 15,,,
91951,3,30 - 15,,,
91952,4,30 - 30,,,
91953,5,40 - 30,,,
91954,1,15 - 0,,,
91955,2,30 - 0,,,
91956,3,40 - 0,,,
91957,4,40 - 15,,,
91958,5,40 - 30,,,
91959,1,15 - 0,,,
91960,2,15 - 15,,,
91961,3,15 - 30,,,
91962,4,30 - 30,,,
91963,5,40 - 30,First Play,,
91964,1,15 - 0,,,
91965,2,30 - 0,,,
91966,3,40 - 0,,,
91967,1,15 - 0,,,
91968,2,30 - 0,,,
91969,3,30 - 15,,,
91970,4,30 - 30,,,
91971,5,30 - 40,,,
91972,6,40 - 40,,,
91973,7,40 - A,,,
91974,8,40 - 40,,,
91975,9,40 - A,,,
91976,1,0 - 15,,,
91977,2,15 - 15,,,
91978,3,15 - 30,,,
91979,4,30 - 30,,,
91980,5,30 - 40,First Play,,
91981,6,40 - 40,,,
91982,7,40 - A,First Play,,
91983,1,0 - 15,,,
91984,2,15 - 15,,,
91985,3,15 - 30,,,
91986,4,15 - 40,,,
91987,1,15 - 0,,,
91988,2,30 - 0,,,
91989,3,40 - 0,,,
91990,1,0 - 15,,,
91991,2,0 - 30,,,
91992,3,0 - 40,,,
91993,1,15 - 0,,,
91994,2,15 - 15,,,
91995,3,30 - 15,,,
91996,4,40 - 15,,,
91997,1,15 - 0,,,
91998,2,30 - 0,,,
91999,3,40 - 0,First Play,,
92000,4,40 - 15,First Play,,
92001,5,40 - 30,First Play,,
92002,1,15 - 0,,,
92003,2,30 - 0,,,
92004,3,40 - 0,,,
92005,4,40 - 15,,,
92006,1,15 - 0,,,
92007,2,30 - 0,,,
92008,3,40 - 0,First Play,,
92009,1,15 - 0,,,
92010,2,30 - 0,,,
92011,3,30 - 15,,,
92012,4,40 - 15,,,
92013,5,40 - 30,,,
92014,1,15 - 0,,,
92015,2,30 - 0,,,
92016,3,40 - 0,First Play,,
92017,4,40 - 15,First Play,,
92018,1,15 - 0,,,
92019,2,15 - 15,,,
92020,3,30 - 15,,,
92021,4,40 - 15,,,
92022,1,15 - 0,,,
92023,2,30 - 0,,,
92024,3,40 - 0,First Play,First Play,First Play
92025,1,15 - 0,,,
92026,2,30 - 0,,,
92027,3,40 - 0,,,
92028,4,40 - 15,,,
92029,1,0 - 15,,,
92030,2,15 - 15,,,
92031,3,30 - 15,,,
92032,4,40 - 15,First Play,,
92033,1,15 - 0,,,
92034,2,30 - 0,,,
92035,3,40 - 0,,,
92036,1,0 - 15,,,
92037,2,15 - 15,,,
92038,3,15 - 30,,,
92039,4,30 - 30,,,
92040,5,30 - 40,,,
92041,6,40 - 40,,,
92042,7,A - 40,First Play,,
92043,8,40 - 40,,,
92044,9,A - 40,First Play,,
92045,1,0 - 15,,,
92046,2,0 - 30,,,
92047,3,0 - 40,First Play,,
92048,1,0 - 15,,,
92049,2,15 - 15,,,
92050,3,30 - 15,,,
92051,4,40 - 15,First Play,,
92052,1,15 - 0,,,
92053,2,15 - 15,,,
92054,3,30 - 15,,,
92055,4,40 - 15,,,
92056,5,40 - 30,,,
92057,6,40 - 40,,,
92058,7,A - 40,,,
92059,8,40 - 40,,,
92060,9,A - 40,,,
92061,10,40 - 40,,,
92062,11,40 - A,First Play,,
92063,12,40 - 40,,,
92064,13,A - 40,,,
92065,1,0 - 15,,,
92066,2,0 - 30,,,
92067,3,0 - 40,,,
92068,1,0 - 15,,,
92069,2,15 - 15,,,
92070,3,30 - 15,,,
92071,4,30 - 30,,,
92072,5,30 - 40,First Play,,
92073,1,0 - 15,,,
92074,2,0 - 30,,,
92075,3,0 - 40,,,
92076,4,15 - 40,,,
92077,5,30 - 40,,,
92078,1,15 - 0,,,
92079,2,15 - 15,,,
92080,3,30 - 15,,,
92081,4,30 - 30,,,
92082,5,30 - 40,First Play,,
92083,1,15 - 0,,,
92084,2,30 - 0,,,
92085,3,40 - 0,First Play,,
92086,1,15 - 0,,,
92087,2,30 - 0,,,
92088,3,40 - 0,,,
92089,1,0 - 15,,,
92090,2,15 - 15,,,
92091,3,30 - 15,,,
92092,4,30 - 30,,,
92093,5,30 - 40,,,
92094,6,40 - 40,,,
92095,7,40 - A,,,
92096,8,40 - 40,,,
92097,9,40 - A,,,
92098,10,40 - 40,,,
92099,11,40 - A,,,
92100,12,40 - 40,,,
92101,13,40 - A,,,
92102,14,40 - 40,,,
92103,15,40 - A,,,
92104,1,0 - 15,,,
92105,2,15 - 15,,,
92106,3,15 - 30,,,
92107,4,30 - 30,,,
92108,5,40 - 30,,,
92109,1,0 - 15,,,
92110,2,15 - 15,,,
92111,3,30 - 15,,,
92112,4,40 - 15,First Play,,
92113,5,40 - 30,First Play,,
92114,1,0 - 15,,,
92115,2,0 - 30,,,
92116,3,15 - 30,,,
92117,4,30 - 30,,,
92118,5,40 - 30,,,
92119,1,0 - 15,,,
92120,2,15 - 15,,,
92121,3,15 - 30,,,
92122,4,30 - 30,,,
92123,5,30 - 40,,,
92124,1,0 - 15,,,
92125,2,0 - 30,,,
92126,3,15 - 30,,,
92127,4,30 - 30,,,
92128,5,30 - 40,First Play,,
92129,6,40 - 40,,,
92130,7,40 - A,First Play,,
92131,8,40 - 40,,,
92132,9,A - 40,,,
92133,1, - ,,,
92134,1,15 - 0,,,
92135,2,30 - 0,,,
92136,3,40 - 0,,,
92137,4,40 - 15,,,
92138,5,40 - 30,,,
92139,6,40 - 40,,,
92140,7,40 - A,First Play,,
92141,8,40 - 40,,,
92142,9,40 - A,First Play,,
92143,1,0 - 15,,,
92144,2,15 - 15,,,
92145,3,15 - 30,,,
92146,4,15 - 40,,,
92147,5,30 - 40,,,
92148,1,15 - 0,,,
92149,2,30 - 0,,,
92150,3,40 - 0,,,
92151,1,0 - 15,,,
92152,2,15 - 15,,,
92153,3,30 - 15,,,
92154,4,30 - 30,,,
92155,5,30 - 40,,,
92156,1,15 - 0,,,
92157,2,30 - 0,,,
92158,3,30 - 15,,,
92159,4,30 - 30,,,
92160,5,30 - 40,First Play,,
92161,6,40 - 40,,,
92162,7,A - 40,,,
92163,8,40 - 40,,,
92164,9,40 - A,First Play,,
92165,1,0 - 15,,,
92166,2,0 - 30,,,
92167,3,0 - 40,,,
92168,4,15 - 40,,,
92169,5,30 - 40,,,
92170,6,40 - 40,,,
92171,7,A - 40,First Play,,
92172,8,40 - 40,,,
92173,9,40 - A,,,
92174,10,40 - 40,,,
92175,11,A - 40,First Play,,
92176,12,40 - 40,,,
92177,13,40 - A,,,
92178,1,15 - 0,,,
92179,2,30 - 0,,,
92180,3,30 - 15,,,
92181,4,30 - 30,,,
92182,5,40 - 30,,,
92183,1,15 - 0,,,
92184,2,15 - 15,,,
92185,3,30 - 15,,,
92186,4,30 - 30,,,
92187,5,40 - 30,First Play,,
92188,6,40 - 40,,,
92189,7,A - 40,First Play,,
92190,8,40 - 40,,,
92191,9,40 - A,,First Play,First Play
92192,1,0 - 15,,,
92193,2,15 - 15,,,
92194,3,30 - 15,,,
92195,4,40 - 15,,,
92196,5,40 - 30,,,
92197,1,0 - 15,,,
92198,2,0 - 30,,,
92199,3,15 - 30,,,
92200,4,15 - 40,,,
92201,5,30 - 40,,,
92202,1,15 - 0,,,
92203,2,30 - 0,,,
92204,3,30 - 15,,,
92205,4,30 - 30,,,
92206,5,40 - 30,,,
92207,6,40 - 40,,,
92208,7,A - 40,,,
92209,8,40 - 40,,,
92210,9,40 - A,First Play,,
92211,1,0 - 15,,,
92212,2,0 - 30,,,
92213,3,15 - 30,,,
92214,4,15 - 40,,,
92215,1,0 - 15,,,
92216,2,15 - 15,,,
92217,3,30 - 15,,,
92218,4,40 - 15,,,
92219,1,0 - 15,,,
92220,2,0 - 30,,,
92221,3,15 - 30,,,
92222,4,15 - 40,,,
92223,1,0 - 15,,,
92224,2,15 - 15,,,
92225,3,30 - 15,,,
92226,4,30 - 30,,,
92227,5,30 - 40,First Play,,
92228,1,0 - 15,,,
92229,2,0 - 30,,,
92230,3,0 - 40,,,
92231,4,15 - 40,,,
92232,5,30 - 40,,,
92233,1,15 - 0,,,
92234,2,15 - 15,,,
92235,3,30 - 15,,,
92236,4,30 - 30,,,
92237,5,40 - 30,,,
92238,6,40 - 40,,,
92239,7,40 - A,First Play,,
92240,8,40 - 40,,,
92241,9,A - 40,,,
92242,10,40 - 40,,,
92243,11,40 - A,First Play,,
92244,1,0 - 15,,,
92245,2,15 - 15,,,
92246,3,30 - 15,,,
92247,4,30 - 30,,,
92248,5,40 - 30,First Play,,
92249,1,0 - 15,,,
92250,2,0 - 30,,,
92251,3,15 - 30,,,
92252,4,15 - 40,First Play,,
92253,1,0 - 15,,,
92254,2,0 - 30,,,
92255,3,15 - 30,,,
92256,4,30 - 30,,,
92257,5,30 - 40,,,
92258,1,15 - 0,,,
92259,2,15 - 15,,,
92260,3,30 - 15,,,
92261,4,30 - 30,,,
92262,5,40 - 30,,,
92263,6,40 - 40,,,
92264,7,A - 40,,,
92265,8,40 - 40,,,
92266,9,A - 40,,,
92267,10,40 - 40,,,
92268,11,40 - A,First Play,,
92269,12,40 - 40,,,
